시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
용산구,11170000160,타요타요어린이집,가정,폐지,04381,서울특별시 용산구 이촌로 100-8 동아그린아파트 103동102호,02-711-1105,,,4,73,0,4,0,20,0,37.52385444807466,126.95833059532032,미운영,2011-12-08,,,2022-03-01,2026-04-16,일반,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030640,이촌2동,11030,용산구
용산구,11170000159,꼬마성어린이집,가정,정상,04393,"서울특별시 용산구 장문로6길 76 1단지 1-3 (동빙고동,용산푸르지오파크타운)",02-794-2796,,,4,93,1,4,11,20,20,37.52587113887813,126.99558232568027,미운영,2011-12-06,,,,2026-07-01,야간연장형,8,1,2,1,0,0,3,0,0,15,6,5,4,0,0,0,5,0,0,20,50,10,30,0,10,1,9,0,0,0,0,0,0,0,11,2026-07-01 10:32:25.0,11030690,서빙고동,11030,용산구
용산구,11170000158,행복한어린이집,민간,정상,04368,서울특별시 용산구 원효로 216 신계동49 이편한테마트 1층 101호,02-711-6401,02-6401-9355,,4,101,0,4,9,32,30,37.53596195946334,126.96569476837742,미운영,2011-11-15,,,,2026-07-01,일반,0,4,3,0,0,0,5,0,0,12,0,4,13,0,0,0,13,0,0,30,29,29,29,0,14,1,7,0,0,0,0,0,0,0,9,2026-07-01 10:32:25.0,11030720,원효로1동,11030,용산구
용산구,11170000157,하랑어린이집,가정,폐지,04392,서울특별시 용산구 장문로 27 청화아파트 3동 103호,010-3665-2827,,,3,66,0,4,0,20,0,37.53075295722796,126.99475612718265,미운영,2011-11-10,,,2024-03-01,2026-04-16,일반,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030650,이태원1동,11030,용산구
용산구,11170000049,청화어린이집,가정,정상,04416,"서울특별시 용산구 보광로 14 A동 108호(보광동, 신동아1차아파트)",02-3785-1684,02-3785-1684,,3,112,0,5,4,20,4,37.52574417,127.0017389,미운영,2011-08-22,,,,2026-07-01,일반,1,1,1,0,1,0,6,0,0,11,1,0,0,0,0,0,0,0,0,4,67,0,0,0,33,1,2,0,0,0,0,0,0,0,4,2026-07-01 10:32:25.0,11030700,보광동,11030,용산구
용산구,11170000156,홈타운키즈어린이집,가정,폐지,04411,"서울특별시 용산구 장문로 141 105동 102호(한남동, 현대홈타운아파트)",02-749-8137,,,3,54,0,4,0,19,0,37.52829159,127.0037867,미운영,2011-06-29,,,2018-08-21,2026-04-16,일반,1,2,3,0,0,0,13,0,0,19,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000155,서빙고어린이집,국공립,정상,04398,서울특별시 용산구 녹사평대로 66 대우푸르지오파크타운 208동앞,02-749-6937,02-749-6934,http;//cafe.daum.net/kids20110701,5,140,2,13,15,50,43,37.52519906,126.9947308,미운영,2011-06-23,,,,2026-07-01,"장애아통합,야간연장형",1,3,2,0,0,0,3,1,2,12,3,10,7,0,0,0,13,6,3,42,67,33,0,0,0,1,12,0,0,0,0,0,1,0,15,2026-07-01 10:32:25.0,11030690,서빙고동,11030,용산구
용산구,11170000154,황토나라어린이집,가정,폐지,04368,"서울특별시 용산구 원효로 216 105동 101호(신계동, 용산E편한세상)",070-8248-8095,0505-300-8095,,4,56,2,5,0,19,0,37.5367226428,126.9665271675,미운영,2011-04-25,,,2021-03-31,2026-04-16,일반,2,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030720,원효로1동,11030,용산구
용산구,11170000151,효창푸르지오어린이집,민간,폐지,04355,서울특별시 용산구 백범로 260 효창파크푸르지오아파트 관리동 (효창동),02-715-9988,02-715-9986,kyseri@naver.com,3,56,1,3,0,21,0,37.54019329,126.9581399,미운영,2011-02-28,,,2017-02-28,2026-04-16,일반,0,1,2,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030580,효창동,11030,용산구
용산구,11170000152,한강수어린이집,가정,폐지,04360,"서울특별시 용산구 효창원로8길 16 101동 103호(원효로4가, 한성한강수아파트)",02-3273-3244,,,4,53,0,0,0,20,0,37.5334175,126.9514229,미운영,2011-02-16,,,2014-04-22,2026-04-16,야간연장형,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030570,원효로2동,11030,용산구
용산구,11170000150,예뜰어린이집,민간,폐지,04333,서울특별시 용산구 후암로35길 38 (후암동),02-310-9494,02-310-9494,,6,123,0,6,0,46,0,37.54972319,126.9759141,미운영,2011-01-06,,,2019-05-01,2026-04-16,야간연장형,2,3,3,0,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030510,후암동,11030,용산구
용산구,11170000149,별똥별어린이집,가정,폐지,140901,서울특별시 용산구 후암로22길 10 후암아파트 104호 (후암동),02-777-7759,02-777-7759,,3,50,0,4,0,19,0,37.54917097,126.9780074,미운영,2010-12-03,,,2020-02-29,2026-04-16,야간연장형,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030510,후암동,11030,용산구
용산구,11170000148,별빛어린이집,가정,폐지,04428,"서울특별시 용산구 이촌로 347 9동 102호(서빙고동, 신동아아파트)",070-8746-4682,02-6376-4682,,4,54,0,4,0,20,0,37.51810422,126.9876608,미운영,2010-12-01,,,2023-12-14,2026-04-16,일반,1,2,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030690,서빙고동,11030,용산구
용산구,11170000146,숲속키즈어린이집,가정,폐지,04354,"서울특별시 용산구 새창로 70 103동 102호 (도원동,삼성래미안아파트)",02-702-5437,,,3,84,0,4,0,20,0,37.53643829,126.9591188,미운영,2010-10-05,,,2024-10-07,2026-04-16,야간연장형,3,2,1,1,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030590,용문동,11030,용산구
용산구,11170000147,조은어린이집,가정,폐지,04410,"서울특별시 용산구 독서당로6길 16 101동 101호(한남동, 리버탑아파트)",02-792-1689,02-792-1689,,4,56,0,4,0,19,0,37.52971037,127.0081327,미운영,2010-10-05,,,2020-03-31,2026-04-16,일반,7,6,1,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000145,도원삼성어린이집,가정,정상,04356,"서울특별시 용산구 새창로 70 112동 104호(도원동, 삼성래미안아파트)",02-712-4242,,,3,55,0,4,7,20,15,37.5383072,126.9552593,미운영,2010-09-30,,,,2026-07-01,일반,3,1,2,0,0,0,5,0,0,11,7,4,4,0,0,0,0,0,0,15,17,33,0,17,33,1,5,0,0,0,0,0,0,0,7,2026-07-01 10:32:25.0,11030590,용문동,11030,용산구
용산구,11170000144,책읽는어린이집,가정,폐지,04421,"서울특별시 용산구 이촌로 201 201동 103호(이촌동, 한가람아파트)",02-6359-1105,,,4,114,0,4,0,20,0,37.5215686,126.9703429,미운영,2010-07-20,,,2023-01-10,2026-04-16,일반,0,0,1,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030630,이촌1동,11030,용산구
용산구,11170000143,유성어린이집,민간,폐지,04344,서울특별시 용산구 회나무로13가길 16 (이태원동),02-792-8694,02-792-7225,http://cafe.daum.net/7928694,6,118,1,7,0,38,0,37.54057136,126.9905674,미운영,2010-05-13,,,2019-03-04,2026-04-16,일반,0,3,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030660,이태원2동,11030,용산구
용산구,11170000142,자연어린이집,가정,폐지,04423,"서울특별시 용산구 이촌로87길 13 104동 104호(이촌동, 강촌아파트)",02-790-3903,,http://cafe.naver.com//ichonjayeun,4,83,0,4,0,20,0,37.51871995093854,126.97929943048407,미운영,2010-05-06,,,2025-09-23,2026-04-16,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030630,이촌1동,11030,용산구
용산구,11170000140,용산구청직장어린이집,직장,정상,04390,서울특별시 용산구 녹사평대로 150 종합행정타운 1층 (이태원동),02-794-2543,02-794-2544,,5,193,1,10,13,73,47,37.53244208,126.9903466,미운영,2010-04-13,,,,2026-07-01,일반,0,1,2,1,1,1,1,3,0,10,0,4,13,11,0,0,2,17,0,47,20,10,60,0,10,1,10,0,0,0,0,0,1,0,13,2026-07-01 10:32:25.0,11030650,이태원1동,11030,용산구
용산구,11170000141,맘앤키즈어린이집,가정,정상,04358,"서울특별시 용산구 효창원로 17 107동 105호(산천동, 삼성리버힐아파트)",02-719-4183,,,3,84,1,4,6,20,17,37.53487888,126.9508027,미운영,2010-04-01,,,,2026-07-01,일반,2,1,1,0,0,0,1,0,0,5,2,5,7,0,0,0,3,0,0,17,0,0,40,0,60,1,4,0,0,0,0,0,0,0,6,2026-07-01 10:32:25.0,11030570,원효로2동,11030,용산구
용산구,11170000139,하버드어린이집,가정,폐지,04335,서울특별시 용산구 두텁바위로 51 (후암동),02-773-2234,02-773-2234,,3,60,0,4,0,17,0,37.54599559,126.9777859,미운영,2010-02-23,,,2020-08-01,2026-04-16,야간연장형,2,1,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030510,후암동,11030,용산구
용산구,11170000138,아이뜰어린이집,가정,폐지,04422,서울특별시 용산구 이촌로71길 10 210동 103호,02-749-1684,02-749-1684,,4,74,0,4,0,20,0,37.521348924,126.9701584601,미운영,2010-02-01,,,2025-03-01,2026-04-16,일반,2,2,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030630,이촌1동,11030,용산구
용산구,11170000127,한강로어린이집,국공립,정상,04385,서울특별시 용산구 서빙고로 35 111호~113호(용산시티파크1단지),02-790-8150,02-790-8152,,5,181,2,10,15,58,54,37.52467325739871,126.96874305038246,미운영,2009-10-09,,,,2026-07-01,야간연장형,1,3,3,0,0,0,0,2,0,9,2,15,19,0,0,0,0,18,0,54,58,0,17,8,17,1,12,0,0,0,0,0,1,0,15,2026-07-01 10:32:25.0,11030730,한강로동,11030,용산구
용산구,11170000128,국방부청사어린이집,직장,정상,04383,서울특별시 용산구 이태원로 22 국방부 (용산동3가),02-798-0097,02-798-7887,http://mndkids.mnd.go.kr,18,776,2,58,45,220,137,37.53358278,126.9776714,미운영,2009-09-30,,,,2026-07-01,야간연장형,2,6,7,5,4,4,0,0,0,28,4,25,21,33,29,25,0,0,0,137,19,25,8,11,36,1,36,0,0,1,1,0,3,1,45,2026-07-01 10:32:25.0,11030730,한강로동,11030,용산구
용산구,11170000126,예꿈어린이집,가정,정상,04428,서울특별시 용산구 이촌로 347 1동 102호,070-8776-7070,02-6372-7070,,3,69,1,6,6,19,18,37.5190384636,126.9896383594,미운영,2009-09-07,,,,2026-07-01,일반,2,3,1,0,0,0,2,0,0,8,5,5,8,0,0,0,0,0,0,18,0,0,40,0,60,1,4,0,0,0,0,0,0,0,6,2026-07-01 10:32:25.0,11030690,서빙고동,11030,용산구
용산구,11170000125,오색꿈 어린이집,가정,폐지,04397,서울특별시 용산구 서빙고로73길 35-1,02-790-2796,02-790-2796,ezup96@yahoo.co.kr,2,50,1,0,0,16,0,37.52252295,126.995683,미운영,2009-07-15,,,2014-06-02,2026-04-16,일반,2,1,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030690,서빙고동,11030,용산구
용산구,11170000124,늘해랑어린이집,가정,정상,04380,"서울특별시 용산구 이촌로29길 21-7 103동 102호(한강로3가, 우림필유아파트)",02-792-4683,,,3,63,0,4,9,20,19,37.52546826,126.9597476,미운영,2009-05-18,,,,2026-07-01,일반,1,0,1,0,0,0,4,0,0,6,3,0,7,0,0,0,9,0,0,19,38,13,0,13,38,1,7,0,0,0,0,0,0,0,9,2026-07-01 10:32:25.0,11030730,한강로동,11030,용산구
용산구,11170000035,꿈꾸는어린이집,가정,폐지,04319,"서울특별시 용산구 효창원로69길 57 101동 104호(효창동, 효창베네스빌)",02-719-6545,02-719-6545,,3,52,0,3,0,18,0,37.54166978,126.9612742,미운영,2009-03-05,,,2025-03-01,2026-04-16,일반,1,1,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030580,효창동,11030,용산구
용산구,11170000123,피노키오어린이집,가정,폐지,04365,"서울특별시 용산구 원효로 40 101동 105호(원효로4가, 강변삼성아파트)",02-706-3085,02-706-3085,yus3085@naver.com,3,60,1,4,0,20,0,37.53410905,126.9486366,미운영,2009-03-02,,,2017-05-01,2026-04-16,야간연장형,0,2,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030570,원효로2동,11030,용산구
용산구,11170000107,아이사랑어린이집,가정,폐지,140868,서울 용산구 청파동1가 43번지1층,02-6326-3276,,,2,70,0,0,0,0,0,37.54977202,126.9692036,,2009-01-29,,,2012-02-20,2026-04-16,야간연장형,1,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030710,청파동,11030,용산구
용산구,11170000111,천사어린이집,가정,폐지,04356,"서울특별시 용산구 새창로 70 103동 102호(도원동, 삼성래미안아파트)",02-713-9373,02-713-9373,,3,55,1,4,0,20,0,37.5383072,126.9552593,미운영,2008-10-14,,,2021-03-01,2026-04-16,야간연장형,3,1,1,1,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030590,용문동,11030,용산구
용산구,11170000119,아이제일어린이집,직장,정상,04348,서울특별시 용산구 이태원로49길 24-7 아이제일어린이집 (한남동),02-797-8551,02-797-8553,,3,139,3,19,10,45,20,37.53746496,126.9992936,미운영,2008-05-21,,,,2026-07-01,일반,0,2,2,0,0,0,0,2,0,6,0,7,7,0,0,0,0,6,0,20,17,0,17,17,50,1,6,0,0,1,0,0,1,1,10,2026-07-01 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000118,하연어린이집,가정,정상,04307,서울특별시 용산구 효창원로86라길 31-10 현대휴먼101호 (청파동1가),02-3273-3276,02-3273-3276,,3,61,0,4,5,18,3,37.548094,126.9666963,미운영,2008-03-17,,,,2026-07-01,야간연장형,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,2,0,0,3,0,0,50,0,50,1,3,0,0,0,0,0,0,0,5,2026-07-01 10:32:25.0,11030710,청파동,11030,용산구
용산구,11110000109,아름다운어린이집,민간,폐지,04360,서울특별시 용산구 원효로 67-8,02-718-7357,02-718-7358,,1,102,0,0,0,39,0,37.53324035,126.9516663,운영,2008-01-04,,,2015-02-28,2026-04-16,일반,0,4,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030570,원효로2동,11030,용산구
용산구,11170000112,누리터어린이집,가정,정상,04315,"서울특별시 용산구 백범로90길 74 102동 102호(문배동, 용산이안아파트)",02-6401-2379,02-6401-2379,,3,85,2,6,6,20,19,37.5367195,126.9685765,미운영,2007-12-17,,,,2026-07-01,일반,2,1,1,0,0,0,0,0,0,4,6,6,7,0,0,0,0,0,0,19,20,0,0,40,40,1,4,0,0,0,0,0,0,0,6,2026-07-01 10:32:25.0,11030720,원효로1동,11030,용산구
용산구,11170000109,영주어린이집,민간,정상,04336,서울특별시 용산구 두텁바위로 91 (후암동),02-318-2242,02-318-9324,,7,195,1,12,14,72,48,37.54743044,126.9816898,미운영,2007-10-17,,,,2026-07-01,일반,1,2,2,0,0,0,1,2,0,8,3,10,8,0,0,0,3,24,0,48,9,9,0,36,46,1,11,0,0,0,0,0,1,0,14,2026-07-01 10:32:25.0,11030510,후암동,11030,용산구
용산구,11170000106,돈우어린이집,가정,폐지,04363,서울특별시 용산구 효창원로 88 브라운스톤용산 104동 103호,02-701-3113,02-701-3330,,3,67,1,4,0,20,0,37.54850957,126.9628134,미운영,2007-05-04,,,2017-09-30,2026-04-16,야간연장형,2,2,1,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030580,효창동,11030,용산구
용산구,11170000105,신나게노는어린이집,가정,폐지,04374,서울특별시 용산구 이촌로2가길 122 103동105호,02-6354-1105,,,3,54,0,4,0,20,0,37.5250692,126.9551656,미운영,2007-02-06,,,2022-07-05,2026-04-16,일반,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030640,이촌2동,11030,용산구
용산구,11170000104,또래어린이집,민간,폐지,04361,서울특별시 용산구 원효로35길 37-7,02-704-8717,,,5,70,1,0,0,26,0,37.53487239,126.9551522,운영,2006-12-01,,,2016-02-29,2026-04-16,야간연장형,0,0,1,1,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030570,원효로2동,11030,용산구
용산구,11170000103,동글동글어린이집,협동,폐지,04316,서울특별시 용산구 원효로83길 5-8,02-714-0262,,,6,89,0,0,0,33,0,37.539775,126.9676564,미운영,2006-09-05,,,2013-05-31,2026-04-16,일반,0,1,1,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030720,원효로1동,11030,용산구
용산구,11170000102,짐랜드어린이집,민간,폐지,04405,서울특별시 용산구 우사단로10길 39,02-3785-2007,,,5,120,1,0,0,39,0,37.53328735,126.9975493,운영,2006-09-01,,,2017-03-31,2026-04-16,야간연장형,0,0,1,1,0,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000101,오케이어린이집,민간,폐지,04336,서울특별시 용산구 두텁바위로31길 28 (후암동),02-775-2560,02-775-2566,,5,122,3,7,0,46,0,37.54754839,126.9803223,운영,2006-08-22,,,2017-03-01,2026-04-16,일반,2,3,2,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030510,후암동,11030,용산구
용산구,11170000087,드림방과후어린이집,법인?단체등,폐지,04404,서울특별시 용산구 이태원로36길 7 (한남동),070-7579-4554,02-796-8895,,1,85,0,2,0,20,0,37.5347276,126.9994003,미운영,2006-06-01,,,2019-06-01,2026-04-16,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000083,선인방과후교실어린이집,법인?단체등,폐지,04360,서울특별시 용산구 효창원로8길 17 선인중앙교회 (원효로4가),02-718-0691,02-717-7103,,3,105,0,1,0,20,0,37.53389122,126.9521087,미운영,2006-04-06,,,2026-02-28,2026-04-16,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030570,원효로2동,11030,용산구
용산구,11170000038,한남어린이집,국공립,정상,04400,서울특별시 용산구 대사관로5길 1 (한남동),02-749-0824,02-749-0825,,4,150,2,13,14,55,43,37.53453304,127.0004722,미운영,2006-02-28,,,,2026-07-01,"장애아통합,야간연장형",3,4,2,0,0,0,2,1,2,14,6,12,9,0,0,0,0,14,2,43,9,18,27,9,36,1,11,0,0,0,0,0,1,0,14,2026-07-01 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000078,남산어린이집,민간,폐지,04339,서울특별시 용산구 신흥로16길 17 (용산동2가),02-749-6334,02-792-8784,ns9171@naver.com,4,130,1,6,0,39,0,37.54500978,126.9873978,미운영,2005-09-30,,,2020-02-29,2026-04-16,일반,3,2,3,1,1,0,1,1,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030520,용산2가동,11030,용산구
용산구,11170000097,새둥지어린이집,가정,폐지,04421,"서울특별시 용산구 이촌로 181 110동 101호(이촌동, 한강대우아파트)",02-796-5025,02-796-5025,,3,132,0,0,0,20,13,37.52214228,126.9693813,미운영,2005-01-29,,,2016-03-10,2026-04-16,일반,0,2,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030630,이촌1동,11030,용산구
용산구,11170000085,참나무방과후 어린이집,법인?단체등,폐지,04356,서울특별시 용산구 새창로12길 11-18 용산제일교회내 참나무방과후교실 (도원동),02-714-0693,,,3,146,0,3,0,40,0,37.53871489,126.9581627,미운영,2005-01-25,,,2026-02-28,2026-04-16,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030590,용문동,11030,용산구
용산구,11170000086,주신어린이집,민간,폐지,04338,서울특별시 용산구 신흥로11길 39 (용산동2가),02-797-5375,02-798-3910,,9,118,2,12,0,45,0,37.54431203,126.9863073,운영,2005-01-07,,,2018-03-02,2026-04-16,일반,1,1,1,1,1,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030520,용산2가동,11030,용산구
용산구,11170000091,완두콩어린이집,가정,정상,04304,서울특별시 용산구 청파로71길 58 아이딜아파트 101호 (청파동1가),02-3272-3368,02-3272-3368,,3,60,0,4,1,19,1,37.54942454,126.9669722,미운영,2005-01-05,,,,2026-07-01,일반,1,1,0,0,0,0,4,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,100,1,0,0,0,0,0,0,0,0,1,2026-07-01 10:32:25.0,11030710,청파동,11030,용산구
용산구,11170000036,백송어린이집,국공립,정상,04312,서울특별시 용산구 효창원로76길 25-6,02-718-3103,02-703-6103,,6,349,1,14,20,79,52,37.54354693,126.9633574,미운영,2004-08-31,,,,2026-07-01,"장애아통합,야간연장형",3,3,2,0,0,0,0,2,2,12,6,13,13,0,0,0,0,15,5,52,56,0,19,6,19,1,15,1,0,0,0,0,1,0,20,2026-07-01 10:32:25.0,11030580,효창동,11030,용산구
용산구,11170000040,파랑새어린이집,가정,폐지,04426,"서울특별시 용산구 이촌로 260 2동 107호(이촌동, 삼익아파트)",02-792-4682,02-790-4682,www. daum.net cafe 파랑새어린이집,3,87,1,4,0,20,0,37.51854279,126.9760304,미운영,2004-06-16,,,2019-03-15,2026-04-16,일반,2,2,2,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030630,이촌1동,11030,용산구
용산구,11170000084,청암어린이집,민간,폐지,04307,서울특별시 용산구 효창원로86라길 13 (청파동1가),02-702-6766,02-702-6772,,4,207,2,6,0,62,0,37.54726901,126.9666352,운영,2004-03-27,,,2018-09-03,2026-04-16,일반,0,1,2,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030710,청파동,11030,용산구
용산구,11170000093,강남어린이집,가정,폐지,04409,서울특별시 용산구 대사관로34가길 2-18,02-794-5888,02-3785-0891,cafe.daum.net/love.kangnam,3,104,0,0,0,20,0,37.53169625,127.0048106,미운영,2004-03-06,,,2016-03-11,2026-04-16,일반,0,1,3,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030740,한남동,11030,용산구
용산구,11170000074,포도어린이집,민간,폐지,04307,서울특별시 용산구 청파로47나길 83-2,02-718-7009,02-718-7720,www.podokid.net,3,65,0,0,0,34,0,37.5486599,126.9683509,운영,2004-03-02,,,2013-05-14,2026-04-16,일반,0,0,3,2,0,0,2,3,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030710,청파동,11030,용산구
용산구,11170000043,대성어린이집,민간,폐지,04318,서울특별시 용산구 백범로51길 1 (효창동),02-713-0344,,,4,93,0,7,0,31,0,37.54059605,126.958854,미운영,2004-02-28,,,2023-08-29,2026-04-16,야간연장형,4,2,2,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030580,효창동,11030,용산구
용산구,11170000015,아모레퍼시픽 서울어린이집,직장,폐지,140871,서울특별시 용산구 한강대로38길 14 아모레퍼시픽 서울어린이집 (한강로2가),02-709-5193,02-709-5197,http://ep.amorepacific.com/irj/portal,4,81,2,0,0,39,0,37.52917342,126.969107,미운영,2004-02-24,,,2013-02-28,2026-04-16,일반,0,3,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030730,한강로동,11030,용산구
용산구,11170000088,후암방과후어린이집,법인?단체등,폐지,04332,서울특별시 용산구 후암로13길 8 (후암동),02-777-8347,02-777-8349,,1,132,0,1,0,20,0,37.54794647,126.9771764,미운영,2003-12-12,,,2020-03-01,2026-04-16,방과후 전담,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030510,후암동,11030,용산구
용산구,11170000075,예닮어린이집,민간,폐지,04407,서울특별시 용산구 우사단로10길 70-7,02-749-5704,02-749-5703,,1,130,0,5,0,49,0,37.53167248,126.9992251,운영,2003-11-11,,,2016-09-30,2026-04-16,일반,0,1,2,0,0,1,3,2,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2026-04-16 10:32:25.0,11030700,보광동,11030,용산구
