상가업소번호,상호명,지점명,상권업종대분류명,지번주소,도로명주소,경도,위도,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
MA010120220804405973,오피스뱅크,,소매,서울특별시 성동구 성수동2가 300-75,서울특별시 성동구 아차산로7길 3,127.0540672,37.54569437,11040680,성수2가3동,11040,성동구
MA010120220802173210,모아부동산공인중개사사무소,,부동산,서울특별시 성동구 성수동2가 321-17,서울특별시 성동구 성수이로7길 34,127.0537704,37.5420815,11040670,성수2가1동,11040,성동구
MA010120220804496646,디에스코프,,과학·기술,서울특별시 성동구 성수동2가 289-21,서울특별시 성동구 아차산로7길 15-1,127.0544751,37.54646003,11040680,성수2가3동,11040,성동구
MA010120220803794407,학교법인대진교육재단제인병원,,보건의료,서울특별시 성동구 송정동 81-14,서울특별시 성동구 광나루로 243,127.0569443,37.54946821,11040690,송정동,11040,성동구
MA010120220813037112,루이컴,,시설관리·임대,서울특별시 성동구 성수동2가 281-16,서울특별시 성동구 아차산로17길 57,127.0657807,37.54749043,11040680,성수2가3동,11040,성동구
MA010120220802002617,스마트부동산공인중개사사무소,,부동산,서울특별시 성동구 행당동 168-78,서울특별시 성동구 마조로1길 39,127.0392288,37.56094512,11040550,사근동,11040,성동구
MA010120220811908686,손건호의한우일번지,2호점,음식,서울특별시 성동구 마장동 804,서울특별시 성동구 마장로 296,127.0431706,37.56628665,11040540,마장동,11040,성동구
MA010120220800397534,한국후지쯔수리센타주,,수리·개인,서울특별시 성동구 성수동2가 279-25,서울특별시 성동구 아차산로15길 28,127.0635382,37.54523916,11040680,성수2가3동,11040,성동구
MA010120220808521934,니트요인포테크서비시즈,,시설관리·임대,서울특별시 성동구 용답동 228-1,서울특별시 성동구 천호대로 366,127.0595003,37.56176556,11040700,용답동,11040,성동구
MA010120220808664251,깡우동,,음식,서울특별시 성동구 행당동 19-54,서울특별시 성동구 마조로 17,127.040473,37.55955716,11040550,사근동,11040,성동구
MA010120220805446330,브릭타운,,과학·기술,서울특별시 성동구 성수동1가 656-766,서울특별시 성동구 아차산로 38,127.0483985,37.54658882,11040660,성수1가2동,11040,성동구
MA010120220803522230,성일,,과학·기술,서울특별시 성동구 성수동2가 273-67,서울특별시 성동구 성수이로18길 12,127.0582288,37.54234969,11040680,성수2가3동,11040,성동구
MA010120220813033315,쓰리피오,,과학·기술,서울특별시 성동구 용답동 238-2,서울특별시 성동구 자동차시장1길 94-15,127.0681228,37.55961653,11040700,용답동,11040,성동구
MA010120220803410151,하이구조,,과학·기술,서울특별시 성동구 성수동2가 284-66,서울특별시 성동구 성수일로10길 26,127.0529475,37.54658687,11040680,성수2가3동,11040,성동구
MA010120220803763418,동서울,,부동산,서울특별시 성동구 성수동1가 33-2,서울특별시 성동구 뚝섬로3길 6,127.0499221,37.54041634,11040650,성수1가1동,11040,성동구
MA010120220804064021,시티피앤디주,,과학·기술,서울특별시 성동구 성수동2가 269-25,서울특별시 성동구 성수이로10길 14,127.0567901,37.54012492,11040670,성수2가1동,11040,성동구
MA010120220808460716,늘봄부동산공인중개사사무소,,부동산,서울특별시 성동구 도선동 185-4,서울특별시 성동구 왕십리로26길 8-1,127.0328692,37.56376718,11040710,왕십리도선동,11040,성동구
MA010120220812842084,애드크리에이티브빅,,과학·기술,서울특별시 성동구 마장동 777-4,서울특별시 성동구 마장로44길 3,127.0454916,37.56732193,11040540,마장동,11040,성동구
MA010120220808165671,오브소,,과학·기술,서울특별시 성동구 성수동2가 574-17,서울특별시 성동구 성덕정길 114,127.0560182,37.53689971,11040670,성수2가1동,11040,성동구
MA010120220804946579,카카모루,성수점,음식,서울특별시 성동구 성수동2가 315-29,서울특별시 성동구 연무장5가길 20-1,127.0549141,37.54334237,11040680,성수2가3동,11040,성동구
MA010120220805021180,신금호옷수선,,수리·개인,서울특별시 성동구 금호동2가 442-3,서울특별시 성동구 무수막길 89-14,127.0199181,37.55381406,11040720,금호2·3가동,11040,성동구
MA010120220800637914,면시켜밥시켜,,음식,서울특별시 성동구 행당동 346,서울특별시 성동구 행당로 82,127.027399,37.55481267,11040570,행당2동,11040,성동구
MA010120220803796568,스타스카이주,,시설관리·임대,서울특별시 성동구 성수동2가 289-39,서울특별시 성동구 아차산로7길 36,127.0556307,37.54822545,11040680,성수2가3동,11040,성동구
MA010120220810235491,미테이블,,음식,서울특별시 성동구 성수동1가 656-385,서울특별시 성동구 왕십리로8길 5,127.0452866,37.54654501,11040660,성수1가2동,11040,성동구
MA010120220805305437,오제이앤유컴,,과학·기술,서울특별시 성동구 금호동2가 519,서울특별시 성동구 무수막길 80,127.0207327,37.55290391,11040720,금호2·3가동,11040,성동구
MA010120220803234314,스토리KH,,교육,서울특별시 성동구 성수동1가 72-8,서울특별시 성동구 성수일로 10,127.0488251,37.54128176,11040650,성수1가1동,11040,성동구
MA010120220803728115,대원창호,,소매,서울특별시 성동구 마장동 458-14,서울특별시 성동구 청계천로10나길 32,127.0347849,37.56985736,11040540,마장동,11040,성동구
MA010120220812129226,참맛할매순대국,,음식,서울특별시 성동구 도선동 185-2,서울특별시 성동구 왕십리로26길 6,127.0328918,37.56363202,11040710,왕십리도선동,11040,성동구
MA010120220810317819,프클럽,스타점,교육,서울특별시 성동구 금호동4가 800,서울특별시 성동구 독서당로 272,127.0179242,37.54532697,11040620,금호4가동,11040,성동구
MA010120220812763755,앨리제니영어교습소,,교육,서울특별시 성동구 옥수동 244-11,서울특별시 성동구 독서당로 194-1,127.0127638,37.54277781,11040730,옥수동,11040,성동구
MA010120220802684627,비원PC,,예술·스포츠,서울특별시 성동구 행당동 19-54,서울특별시 성동구 마조로 17,127.040473,37.55955716,11040550,사근동,11040,성동구
MA010120220809213878,그레이트퍼즐,,과학·기술,서울특별시 성동구 성수동1가 668-137,서울특별시 성동구 서울숲2길 46-12,127.0434418,37.54606817,11040660,성수1가2동,11040,성동구
MA010120220803794683,마주보고까페,,음식,서울특별시 성동구 마장동 780-2,서울특별시 성동구 마장로42길 11,127.0454118,37.56632185,11040540,마장동,11040,성동구
MA010120220808532581,수달컴퍼니,,수리·개인,서울특별시 성동구 홍익동 398-3,서울특별시 성동구 무학로 16,127.0303345,37.56550678,11040710,왕십리도선동,11040,성동구
MA010120220810234256,스카이노래연습장,,예술·스포츠,서울특별시 성동구 금호동2가 449-1,서울특별시 성동구 금호로 151,127.0201219,37.55430957,11040720,금호2·3가동,11040,성동구
MA010120220801989751,든든한한끼,,음식,서울특별시 성동구 행당동 19-54,서울특별시 성동구 마조로 17,127.040473,37.55955716,11040550,사근동,11040,성동구
MA010120220813912335,둘둘치킨,,음식,서울특별시 성동구 성수동2가 565-8,서울특별시 성동구 성덕정17길 1,127.0552153,37.53742266,11040670,성수2가1동,11040,성동구
MA010120220800435791,애플트리,,과학·기술,서울특별시 성동구 성수동2가 289-5,서울특별시 성동구 아차산로7나길 18,127.0574635,37.547702,11040680,성수2가3동,11040,성동구
MA010120220811687295,위너스프라이빗,,과학·기술,서울특별시 성동구 성수동2가 315-58,서울특별시 성동구 연무장7길 16,127.0550956,37.54394596,11040680,성수2가3동,11040,성동구
MA010120220804400219,행운카센타,,수리·개인,서울특별시 성동구 성수동2가 269-130,서울특별시 성동구 뚝섬로 427-1,127.0581803,37.53815105,11040670,성수2가1동,11040,성동구
MA010120220804493653,라성식자재,,소매,서울특별시 성동구 성수동2가 277-17,서울특별시 성동구 성수이로 118,127.0578802,37.54515197,11040680,성수2가3동,11040,성동구
MA010120220803768654,방가방가노래연습장,,예술·스포츠,서울특별시 성동구 행당동 4-31,서울특별시 성동구 마조로5길 6,127.0404281,37.56015184,11040550,사근동,11040,성동구
MA010120220805130827,보이드플랜,,과학·기술,서울특별시 성동구 성수동2가 277-30,서울특별시 성동구 성수이로24길 31,127.0616931,37.5445734,11040680,성수2가3동,11040,성동구
MA010120220804254899,탐라노래연습장,,예술·스포츠,서울특별시 성동구 성수동2가 300-87,서울특별시 성동구 아차산로 87,127.0539991,37.54546014,11040680,성수2가3동,11040,성동구
MA010120220803769306,토바E.N.G,,과학·기술,서울특별시 성동구 성수동2가 314-1,서울특별시 성동구 아차산로 84,127.0534217,37.54505496,11040680,성수2가3동,11040,성동구
MA010120220803767367,오렌지동물병원,,과학·기술,서울특별시 성동구 행당동 322-100,서울특별시 성동구 행당로8길 41-2,127.0339636,37.55603632,11040570,행당2동,11040,성동구
MA010120220811995936,리얼티성수,,부동산,서울특별시 성동구 성수동2가 315-70,서울특별시 성동구 연무장7길 12,127.0548465,37.54367578,11040680,성수2가3동,11040,성동구
MA010120220808026097,계림랩,,과학·기술,서울특별시 성동구 송정동 67-33,서울특별시 성동구 광나루로9길 5,127.0636883,37.54878,11040690,송정동,11040,성동구
MA010120220811991889,아타리,,음식,서울특별시 성동구 성수동2가 331-162,서울특별시 성동구 성덕정19길 13,127.056675,37.53755712,11040670,성수2가1동,11040,성동구
MA010120220812006718,한아름라이프,,수리·개인,서울특별시 성동구 행당동 17,서울특별시 성동구 왕십리로 220,127.0475226,37.55718491,11040550,사근동,11040,성동구
MA010120220803761462,우리푸드,,음식,서울특별시 성동구 성수동2가 289-5,서울특별시 성동구 아차산로7나길 18,127.0574635,37.547702,11040680,성수2가3동,11040,성동구
MA010120220806465129,정구조기술사사무소,,과학·기술,서울특별시 성동구 용답동 228-1,서울특별시 성동구 천호대로 366,127.0595003,37.56176556,11040700,용답동,11040,성동구
MA010120220803728545,민성전기,,소매,서울특별시 성동구 성수동1가 231-2,서울특별시 성동구 성덕정길 54,127.0494001,37.53817307,11040650,성수1가1동,11040,성동구
MA010120220803797722,덕정환경주,,시설관리·임대,서울특별시 성동구 하왕십리동 990,서울특별시 성동구 왕십리로31나길 22,127.0283299,37.56230874,11040520,왕십리2동,11040,성동구
MA010120220803204138,네일유노이아,,수리·개인,서울특별시 성동구 응봉동 193-82,서울특별시 성동구 독서당로 378,127.0305431,37.54964918,11040580,응봉동,11040,성동구
MA010120220813022014,우원,,소매,서울특별시 성동구 행당동 322-416,서울특별시 성동구 행당로 102,127.0301276,37.55755103,11040570,행당2동,11040,성동구
MA010120220813081259,아트요가,왕십리점,교육,서울특별시 성동구 상왕십리동 811,서울특별시 성동구 마장로 137,127.0250607,37.56782358,11040710,왕십리도선동,11040,성동구
MA010120220804107349,엔비디씨,,과학·기술,서울특별시 성동구 성수동2가 321-95,서울특별시 성동구 성수일로4길 48-7,127.054325,37.54236957,11040670,성수2가1동,11040,성동구
MA010120220812171195,반가온,,음식,서울특별시 성동구 도선동 162,서울특별시 성동구 왕십리로24길 14,127.0343179,37.56367667,11040710,왕십리도선동,11040,성동구
MA010120220813020475,신우앤컴퍼니,,과학·기술,서울특별시 성동구 성수동2가 333-15,서울특별시 성동구 성수이로7길 7,127.054459,37.53980166,11040670,성수2가1동,11040,성동구
MA010120220803745104,해마로숯불바베큐,,음식,서울특별시 성동구 금호동2가 478,서울특별시 성동구 금호산길 62,127.0195785,37.55367896,11040720,금호2·3가동,11040,성동구
MA010120220804222072,스톤앤메이플주,,과학·기술,서울특별시 성동구 홍익동 284,서울특별시 성동구 무학로6길 25,127.0331528,37.56516365,11040710,왕십리도선동,11040,성동구
MA010120220807663598,성수SKV1centerⅡ관리단,,시설관리·임대,서울특별시 성동구 성수동2가 281-18,서울특별시 성동구 광나루로8길 31,127.0663236,37.54718378,11040680,성수2가3동,11040,성동구
MA010120220812738032,토로토로,,교육,서울특별시 성동구 성수동2가 321-7,서울특별시 성동구 연무장길 50,127.0548343,37.54250448,11040670,성수2가1동,11040,성동구
MA010120220803794059,서울시설공단,,시설관리·임대,서울특별시 성동구 마장동 527-6,서울특별시 성동구 청계천로 540,127.0360422,37.57161393,11040540,마장동,11040,성동구
MA010120220810480965,시골순대,2호점,음식,서울특별시 성동구 용답동 234,서울특별시 성동구 자동차시장1길 70,127.0651469,37.56036604,11040700,용답동,11040,성동구
MA010120220802212280,탑크린,,시설관리·임대,서울특별시 성동구 성수동2가 300-1,서울특별시 성동구 아차산로 100,127.0560918,37.54450411,11040680,성수2가3동,11040,성동구
MA010120220803618616,헤어코코,,수리·개인,서울특별시 성동구 송정동 73-602,서울특별시 성동구 광나루로11길 30,127.0672544,37.55037279,11040690,송정동,11040,성동구
MA010120220812523439,기분좋은날,,수리·개인,서울특별시 성동구 성수동2가 339-122,서울특별시 성동구 성덕정15길 5-1,127.0536658,37.53819824,11040670,성수2가1동,11040,성동구
MA010120220805546966,윤스오리지널,,음식,서울특별시 성동구 옥수동 528,서울특별시 성동구 매봉길 50,127.0136928,37.54903064,11040730,옥수동,11040,성동구
MA010120220803728442,김미현헤어,,수리·개인,서울특별시 성동구 금호동3가 946,서울특별시 성동구 금호산2길 9-2,127.0207089,37.54889447,11040720,금호2·3가동,11040,성동구
MA010120220806551730,상큼텔레콤,,소매,서울특별시 성동구 성수동2가 566-23,서울특별시 성동구 성덕정길 107,127.0555433,37.53719726,11040670,성수2가1동,11040,성동구
MA010120220812841019,연평도꽃게낙지,,음식,서울특별시 성동구 마장동 767-36,서울특별시 성동구 마장로 323,127.0448466,37.56770059,11040540,마장동,11040,성동구
MA010120220812861269,프롤라,,음식,서울특별시 성동구 성수동2가 272-35,서울특별시 성동구 연무장17길 5,127.0609323,37.5412491,11040680,성수2가3동,11040,성동구
MA010120220809618293,인텔렉추얼데이터,,과학·기술,서울특별시 성동구 성수동2가 280,서울특별시 성동구 아차산로17길 48,127.0658816,37.54639115,11040680,성수2가3동,11040,성동구
MA010120220805034683,월매,,음식,서울특별시 성동구 마장동 792,서울특별시 성동구 마장로 288,127.0420041,37.56524192,11040540,마장동,11040,성동구
MA010120220812105566,세무법인예인더케이,,과학·기술,서울특별시 성동구 성수동2가 302-8,서울특별시 성동구 연무장5길 9-16,127.0526631,37.54444262,11040680,성수2가3동,11040,성동구
MA010120220803682772,데오시스,,수리·개인,서울특별시 성동구 성수동2가 280-6,서울특별시 성동구 아차산로17길 49,127.0652821,37.54676089,11040680,성수2가3동,11040,성동구
MA010120220814346147,박스레더,,교육,서울특별시 성동구 성수동1가 668-137,서울특별시 성동구 서울숲2길 46-12,127.0434418,37.54606817,11040660,성수1가2동,11040,성동구
MA010120220801039427,박은실세무회계사무소,,과학·기술,서울특별시 성동구 성수동2가 281-3,서울특별시 성동구 광나루로 306,127.0637668,37.547915,11040680,성수2가3동,11040,성동구
MA010120220810452904,홍필라테스,,교육,서울특별시 성동구 성수동1가 16-3,서울특별시 성동구 상원길 22,127.0491336,37.54590376,11040660,성수1가2동,11040,성동구
MA010120220806479429,이.블룸,,수리·개인,서울특별시 성동구 성수동2가 289-26,서울특별시 성동구 아차산로7길 9-2,127.0543844,37.54614473,11040680,성수2가3동,11040,성동구
MA010120220803746080,만물상회,,소매,서울특별시 성동구 도선동 319,서울특별시 성동구 왕십리로28길 12,127.0318283,37.56469549,11040710,왕십리도선동,11040,성동구
MA010120220803761373,영동세탁소,,수리·개인,서울특별시 성동구 성수동2가 269-33,서울특별시 성동구 뚝섬로13길 5,127.0576037,37.53870094,11040670,성수2가1동,11040,성동구
MA010120220803981474,알앤인터내셔널,,과학·기술,서울특별시 성동구 성수동1가 13-207,서울특별시 성동구 성수일로 99,127.0511955,37.54947084,11040660,성수1가2동,11040,성동구
MA010120220804605803,하마루,,음식,서울특별시 성동구 용답동 61-2,서울특별시 성동구 용답중앙15길 17,127.054149,37.56500271,11040700,용답동,11040,성동구
MA010120220805705223,엘앤피에스,,수리·개인,서울특별시 성동구 성수동2가 279-50,서울특별시 성동구 동일로 143,127.0653036,37.54538235,11040680,성수2가3동,11040,성동구
MA010120220803326261,먼치스,,음식,서울특별시 성동구 금호동4가 1434,서울특별시 성동구 장터길 14-2,127.0174723,37.54823727,11040620,금호4가동,11040,성동구
MA010120220806755293,청담러닝,,교육,서울특별시 성동구 성수동2가 299-1,서울특별시 성동구 광나루로 232,127.0557107,37.54936067,11040680,성수2가3동,11040,성동구
MA010120220800215770,라보엠,,음식,서울특별시 성동구 성수동2가 284-22,서울특별시 성동구 성수일로12길 20,127.0532429,37.54817249,11040680,성수2가3동,11040,성동구
MA010120220813974940,러브펫멀티펫샵마장역점,,소매,서울특별시 성동구 마장동 773-1,서울특별시 성동구 마장로 289,127.0416649,37.56587273,11040540,마장동,11040,성동구
MA010120220803767542,한방닭한마리,,음식,서울특별시 성동구 도선동 253-10,서울특별시 성동구 왕십리로24길 1-1,127.0335592,37.56286599,11040710,왕십리도선동,11040,성동구
MA010120220802165363,포유라이프,,수리·개인,서울특별시 성동구 금호동1가 514,서울특별시 성동구 금호로 148-1,127.0205293,37.55434554,11040590,금호1가동,11040,성동구
MA010120220803768545,엄마손도시락,,소매,서울특별시 성동구 응봉동 191-24,서울특별시 성동구 독서당로62길 24,127.0331123,37.55044136,11040580,응봉동,11040,성동구
MA010120220805193647,위아트래블러,,시설관리·임대,서울특별시 성동구 성수동2가 273-19,서울특별시 성동구 연무장13길 9,127.0582177,37.54258395,11040680,성수2가3동,11040,성동구
MA010120220804216864,미리이엔씨주,,과학·기술,서울특별시 성동구 성수동1가 656-334,서울특별시 성동구 뚝섬로1길 31,127.0464619,37.54409383,11040650,성수1가1동,11040,성동구
MA010120220806119820,라피네,,소매,서울특별시 성동구 성수동2가 300-1,서울특별시 성동구 아차산로 113,127.0569293,37.54469292,11040680,성수2가3동,11040,성동구
MA010120220805435323,153행정사.공인중개사사무소,,과학·기술,서울특별시 성동구 도선동 58-1,서울특별시 성동구 왕십리로 326,127.0338987,37.56274876,11040710,왕십리도선동,11040,성동구
MA010120220813668315,라임코코넛컴퍼니,,과학·기술,서울특별시 성동구 성수동1가 13-207,서울특별시 성동구 성수일로 99,127.0511955,37.54947084,11040660,성수1가2동,11040,성동구
MA010120220806773643,한나의네일,,수리·개인,서울특별시 성동구 하왕십리동 950,서울특별시 성동구 무학봉15길 25,127.0302544,37.56334441,11040520,왕십리2동,11040,성동구
MA010120220804821001,한국바둑AI연구소,,교육,서울특별시 성동구 도선동 14,서울특별시 성동구 고산자로 269,127.035778,37.56369426,11040710,왕십리도선동,11040,성동구
MA010120220806061501,맛닭꼬,성수역점,음식,서울특별시 성동구 성수동2가 300-1,서울특별시 성동구 아차산로 100,127.0560918,37.54450411,11040680,성수2가3동,11040,성동구
MA010120220813566949,장안생고기,,음식,서울특별시 성동구 도선동 310-8,서울특별시 성동구 왕십리로26길 11,127.0327562,37.56419068,11040710,왕십리도선동,11040,성동구
MA010120220813832725,뚝도청춘상인회협동조합,,음식,서울특별시 성동구 성수동2가 335-111,서울특별시 성동구 성덕정15길 4-4,127.0538579,37.53796389,11040670,성수2가1동,11040,성동구
MA010120220803767271,승림수예점,,소매,서울특별시 성동구 금호동3가 349,서울특별시 성동구 독서당로 301-61,127.0224516,37.54868692,11040720,금호2·3가동,11040,성동구
MA010120220807019097,앙투라지커뮤니케이션,,시설관리·임대,서울특별시 성동구 성수동2가 273-61,서울특별시 성동구 연무장11길 10,127.0575617,37.54292665,11040680,성수2가3동,11040,성동구
MA010120220812732902,스텐드,,교육,서울특별시 성동구 성수동2가 284-22,서울특별시 성동구 성수일로12길 20,127.0532429,37.54817249,11040680,성수2가3동,11040,성동구
MA010120220813011899,와이지포레스트,,과학·기술,서울특별시 성동구 성수동1가 656-449,서울특별시 성동구 왕십리로8길 6,127.0453769,37.54624764,11040660,성수1가2동,11040,성동구
MA010120220803755429,정관장홍삼,금호점,소매,서울특별시 성동구 금호동4가 610,서울특별시 성동구 독서당로 282-1,127.0206406,37.54741684,11040620,금호4가동,11040,성동구
MA010120220800719817,성지이앤씨,,과학·기술,서울특별시 성동구 성수동1가 671-6,서울특별시 성동구 광나루로 130,127.0447234,37.55097813,11040660,성수1가2동,11040,성동구
MA010120220809374939,어센틱브랜즈,,과학·기술,서울특별시 성동구 성수동2가 278-30,서울특별시 성동구 아차산로11가길 3,127.0608235,37.54658308,11040680,성수2가3동,11040,성동구
MA010120220814253688,삼앤코,,과학·기술,서울특별시 성동구 성수동2가 339-159,서울특별시 성동구 성덕정길 85,127.0530772,37.53792821,11040670,성수2가1동,11040,성동구
MA010120220803797189,화영공업주,,수리·개인,서울특별시 성동구 용답동 238-3,서울특별시 성동구 자동차시장1길 94-25,127.0679076,37.5593914,11040700,용답동,11040,성동구
MA010120220800841368,동남산업,,소매,서울특별시 성동구 마장동 772-3,서울특별시 성동구 마장로 299,127.0427404,37.56625978,11040540,마장동,11040,성동구
MA010120220803972931,폰아울렛박카스텔레콤,,소매,서울특별시 성동구 행당동 317-52,서울특별시 성동구 행당로 129,127.0333083,37.55850524,11040560,행당1동,11040,성동구
MA010120220812936349,대풍약국,,소매,서울특별시 성동구 행당동 16-53,서울특별시 성동구 사근동길 6,127.0420126,37.56014227,11040550,사근동,11040,성동구
MA010120220804446307,태광기획,,과학·기술,서울특별시 성동구 성수동1가 364-1,서울특별시 성동구 둘레길 47,127.0489805,37.53667758,11040650,성수1가1동,11040,성동구
MA010120220808307734,한솔공인중개사사무소,,부동산,서울특별시 성동구 하왕십리동 1070,서울특별시 성동구 왕십리로 410,127.0240756,37.56658942,11040710,왕십리도선동,11040,성동구
MA010120220803685234,중부렌트카영업소주,동대문,시설관리·임대,서울특별시 성동구 마장동 770-14,서울특별시 성동구 마장로39길 14,127.0421294,37.56651228,11040540,마장동,11040,성동구
MA010120220803248352,세이브에너지,,과학·기술,서울특별시 성동구 성수동2가 317-23,서울특별시 성동구 성수이로20길 3,127.0571662,37.54373775,11040680,성수2가3동,11040,성동구
MA010120220803772698,황금,,음식,서울특별시 성동구 도선동 253-1,서울특별시 성동구 무학로2길 36,127.0335028,37.56314531,11040710,왕십리도선동,11040,성동구
MA010120220803095172,한빌딩공인중개사사무소,,부동산,서울특별시 성동구 행당동 286-5,서울특별시 성동구 왕십리로 315,127.0342378,37.56171252,11040560,행당1동,11040,성동구
MA010120220803731010,법무사안상룡,,과학·기술,서울특별시 성동구 행당동 192-29,서울특별시 성동구 고산자로 284,127.0367973,37.56491029,11040560,행당1동,11040,성동구
MA010120220809329204,끼끼,,수리·개인,서울특별시 성동구 성수동1가 13-108,서울특별시 성동구 상원10길 8,127.0487963,37.54922858,11040660,성수1가2동,11040,성동구
MA010120220803772231,이화공인중개사사무소,,부동산,서울특별시 성동구 옥수동 287-2,서울특별시 성동구 한림말3길 23,127.0153212,37.54316494,11040730,옥수동,11040,성동구
MA010120220804813797,새날컴퍼니,,소매,서울특별시 성동구 성수동1가 656-1572,서울특별시 성동구 상원1길 25,127.0479794,37.54585017,11040660,성수1가2동,11040,성동구
MA010120220812231796,어플레이트,,교육,서울특별시 성동구 성수동2가 301-97,서울특별시 성동구 연무장1길 18-1,127.0512146,37.54427207,11040680,성수2가3동,11040,성동구
MA010120220807499826,대정씨앤씨주,,소매,서울특별시 성동구 행당동 168-151,서울특별시 성동구 왕십리광장로 17,127.0383915,37.56144094,11040560,행당1동,11040,성동구
MA010120220804368782,더보탬,,과학·기술,서울특별시 성동구 성수동2가 280-6,서울특별시 성동구 아차산로17길 49,127.0652821,37.54676089,11040680,성수2가3동,11040,성동구
MA010120220805895266,아테나미디어,,과학·기술,서울특별시 성동구 성수동2가 284-62,서울특별시 성동구 성수일로10길 26,127.0529475,37.54658687,11040680,성수2가3동,11040,성동구
MA010120220813455924,엠엘,,소매,서울특별시 성동구 하왕십리동 1070,서울특별시 성동구 왕십리로 410,127.0240756,37.56658942,11040710,왕십리도선동,11040,성동구
MA010120220810356368,지디플랜트,,과학·기술,서울특별시 성동구 성수동2가 323,서울특별시 성동구 성수이로 66,127.0561342,37.54062078,11040670,성수2가1동,11040,성동구
MA010120220803750547,민덴트,,수리·개인,서울특별시 성동구 용답동 238-5,서울특별시 성동구 자동차시장3길 93,127.0672619,37.55871602,11040700,용답동,11040,성동구
MA010120220806561100,공드리다,,수리·개인,서울특별시 성동구 도선동 253-13,서울특별시 성동구 왕십리로 328-1,127.033446,37.5627579,11040710,왕십리도선동,11040,성동구
MA010120220813682902,시하뷰티,,수리·개인,서울특별시 성동구 행당동 117-4,서울특별시 성동구 고산자로8길 18,127.0359224,37.55789179,11040560,행당1동,11040,성동구
MA010120220803932687,오리엔트리조트지점,,시설관리·임대,서울특별시 성동구 성수동1가 13-376,서울특별시 성동구 상원12길 23,127.0504947,37.5506965,11040660,성수1가2동,11040,성동구
MA010120220804835424,다락방,,음식,서울특별시 성동구 금호동4가 1201,서울특별시 성동구 장터길 30-1,127.0192602,37.54820095,11040620,금호4가동,11040,성동구
MA010120220804031412,스페이스에플로,,과학·기술,서울특별시 성동구 성수동2가 316-29,서울특별시 성동구 연무장5가길 14,127.0541562,37.54354995,11040680,성수2가3동,11040,성동구
MA010120220813556510,이지타이거,,과학·기술,서울특별시 성동구 성수동2가 19-2,서울특별시 성동구 동일로 123,127.0644534,37.54367092,11040680,성수2가3동,11040,성동구
MA010120220808244574,성원맛가,,음식,서울특별시 성동구 성수동2가 277-37,서울특별시 성동구 아차산로15길 10,127.062609,37.54369894,11040680,성수2가3동,11040,성동구
MA010120220804478225,태인파트너스주,,부동산,서울특별시 성동구 성수동2가 277-43,서울특별시 성동구 성수이로22길 37,127.0613079,37.54392488,11040680,성수2가3동,11040,성동구
MA010120220814302122,윌로커피,,음식,서울특별시 성동구 금호동4가 800,서울특별시 성동구 독서당로 272,127.0179242,37.54532697,11040620,금호4가동,11040,성동구
MA010120220803159557,오운건축사사무소,,과학·기술,서울특별시 성동구 성수동2가 273-61,서울특별시 성동구 연무장11길 10,127.0575617,37.54292665,11040680,성수2가3동,11040,성동구
MA010120220803776258,김희옥피부과의원,,보건의료,서울특별시 성동구 금호동3가 421,서울특별시 성동구 장터길 49,127.0213878,37.54842583,11040720,금호2·3가동,11040,성동구
MA010120220804068564,라운드테이블이미지컴퍼니주,,과학·기술,서울특별시 성동구 성수동2가 279-23,서울특별시 성동구 아차산로15길 34,127.0636178,37.54570763,11040680,성수2가3동,11040,성동구
MA010120220803775881,행당동부동산공인중개사사무소,,부동산,서울특별시 성동구 행당동 117-1,서울특별시 성동구 고산자로8길 22,127.0362733,37.55809891,11040560,행당1동,11040,성동구
MA010120220808113377,등촌샤브칼국수,왕십리점,음식,서울특별시 성동구 상왕십리동 811,서울특별시 성동구 마장로 137,127.0250607,37.56782358,11040710,왕십리도선동,11040,성동구
MA010120220800373123,왕십리정부네곱창,,음식,서울특별시 성동구 홍익동 122-10,서울특별시 성동구 마장로 228-24,127.0355413,37.56566751,11040710,왕십리도선동,11040,성동구
MA010120220805387631,스텔라,,소매,서울특별시 성동구 성수동2가 289-234,서울특별시 성동구 아차산로7가길 27,127.0552109,37.546739,11040680,성수2가3동,11040,성동구
MA010120220810412564,나영이네,,음식,서울특별시 성동구 금호동2가 443,서울특별시 성동구 무수막길 91-1,127.0199407,37.55395821,11040720,금호2·3가동,11040,성동구
MA010120220808488055,파스쿠찌,서울숲점,음식,서울특별시 성동구 성수동1가 14-18,서울특별시 성동구 아차산로 49,127.0500395,37.54678636,11040660,성수1가2동,11040,성동구
MA010120220806241731,한성토크,,수리·개인,서울특별시 성동구 성수동1가 656-363,서울특별시 성동구 성수일로 5,127.0476596,37.54127323,11040650,성수1가1동,11040,성동구
MA010120220803759270,쥬디수선의집,,수리·개인,서울특별시 성동구 행당동 347,서울특별시 성동구 행당로 79,127.0275021,37.55820039,11040570,행당2동,11040,성동구
MA010120220804334080,그래비티필라테스,,교육,서울특별시 성동구 금호동4가 561-4,서울특별시 성동구 독서당로 298-8,127.0219308,37.54793018,11040620,금호4가동,11040,성동구
MA010120220813237728,라온플랜,,과학·기술,서울특별시 성동구 성수동2가 323,서울특별시 성동구 성수이로 66,127.0561342,37.54062078,11040670,성수2가1동,11040,성동구
