관리번호,시도명,시군구명,쓰레기통종류,설치주소,상세위치,관리기관,관리기관전화번호,위도,경도,지오코딩출처,매칭주소,지오코딩상태,ADM_CD,ADM_NM,SIGUNGU_CD,SIGUNGU_NM
93,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 421-2,푸르지오써밋 래미안 사이 잔디밭 동쪽,용산구청 청소행정과,02-2199-7304,37.528049875776745,126.96650573759251,parcel,서울특별시 용산구 한강로2가 421-2,OK(parcel 폴백),11030730,한강로동,11030,용산구
94,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 40-148,한강로동 농협 앞 버스정류장(03-122),용산구청 청소행정과,02-2199-7304,37.525104673455765,126.96380883542088,parcel,서울특별시 용산구 한강로3가 40-148,OK(parcel 폴백),11030730,한강로동,11030,용산구
95,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 40-19,베르가모 앞,용산구청 청소행정과,02-2199-7304,37.523779464191634,126.96216064537778,parcel,서울특별시 용산구 한강로3가 40-19,OK(parcel 폴백),11030730,한강로동,11030,용산구
96,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 422-2,용산역 앞 횡단보도 건너편,용산구청 청소행정과,02-2199-7304,37.52913271137946,126.96635783078824,parcel,서울특별시 용산구 한강로2가 422-2,OK(parcel 폴백),11030730,한강로동,11030,용산구
97,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 2-37,신용산지하차도입구 파리바게트 횡단보도앞,용산구청 청소행정과,02-2199-7304,37.53021067458779,126.96779326421412,parcel,서울특별시 용산구 한강로2가 2-37,OK(parcel 폴백),11030730,한강로동,11030,용산구
98,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 40-1050,나인트리 프리미어 로카우스 횡단보도,용산구청 청소행정과,02-2199-7304,37.52799846554437,126.96462958543282,parcel,서울특별시 용산구 한강로3가 40-1050,OK(parcel 폴백),11030730,한강로동,11030,용산구
99,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 108,한남역 용산노인종합복지관(한남동 하이페리온방면) 버스정류장(03-285),용산구청 청소행정과,02-2199-7304,37.535869717321034,127.01168928646514,road,서울특별시 용산구 독서당로 108 (한남동),OK,11030740,한남동,11030,용산구
100,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 638-2,순천향대병원 앞 택시정류장,용산구청 청소행정과,02-2199-7304,37.53337151546576,127.004676748577,parcel,서울특별시 용산구 한남동 638-2,OK(parcel 폴백),11030740,한남동,11030,용산구
101,서울특별시,용산구,일반쓰레기,서울특별시 용산구 산천동 81-1,원효로2동 주민센터 버스정류장(03-304),용산구청 청소행정과,02-2199-7304,37.53436278383005,126.95152996526312,parcel,서울특별시 용산구 산천동 81-1,OK(parcel 폴백),11030570,원효로2동,11030,용산구
102,서울특별시,용산구,일반쓰레기,서울특별시 용산구 보광동 90-2,보광동 신동아아파트(기업은행보광동지점방면) 버스정류장(03-277),용산구청 청소행정과,02-2199-7304,37.52542858179068,127.0016188280829,parcel,서울특별시 용산구 보광동 90-2,OK(parcel 폴백),11030700,보광동,11030,용산구
103,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 63-389,서빙고로 35 파크시티 앞 삼거리 횡단보도,용산구청 청소행정과,02-2199-7304,37.525009066053244,126.96913760817105,parcel,서울특별시 용산구 한강로3가 63-389,OK(parcel 폴백),11030730,한강로동,11030,용산구
104,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 522-44,동원베네스트 공영주차장 사이 횡단보도,용산구청 청소행정과,02-2199-7304,37.529835892556605,127.00737329547371,parcel,서울특별시 용산구 한남동 522-44,OK(parcel 폴백),11030740,한남동,11030,용산구
105,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 259-6,한남동(한남시범아파트방면) 버스정류장(03-213)(현대리버티하우스 KEB하나은행 앞),용산구청 청소행정과,02-2199-7304,37.533542957413104,127.00814073188437,parcel,서울특별시 용산구 한남동 259-6,OK(parcel 폴백),11030740,한남동,11030,용산구
106,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 673,경리단 삼거리(보금사),용산구청 청소행정과,02-2199-7304,37.53813028421971,126.98710662699818,parcel,서울특별시 용산구 이태원동 673,OK(parcel 폴백),11030660,이태원2동,11030,용산구
107,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 671,경리단입구 3호터널방향 GS25,용산구청 청소행정과,02-2199-7304,37.5385294118561,126.98715908007995,parcel,서울특별시 용산구 이태원동 671,OK(parcel 폴백),11030660,이태원2동,11030,용산구
108,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 726-494,한강진역 1번출구 앞 (용산국제학교입구),용산구청 청소행정과,02-2199-7304,37.540840298742765,127.00186317878871,parcel,서울특별시 용산구 한남동 726-494,OK(parcel 폴백),11030740,한남동,11030,용산구
109,서울특별시,용산구,일반쓰레기,서울특별시 용산구 후암동 406-97,대한민국고엽제전우회 앞,용산구청 청소행정과,02-2199-7304,37.54778459527898,126.98441966264768,parcel,서울특별시 용산구 후암동 406-97,OK(parcel 폴백),11030510,후암동,11030,용산구
110,서울특별시,용산구,일반쓰레기,서울특별시 용산구 보광동 238-98,한국폴리텍1대학 버스정류장(03-281),용산구청 청소행정과,02-2199-7304,37.530425903346085,126.99648253943187,parcel,서울특별시 용산구 보광동 238-98,OK(parcel 폴백),11030700,보광동,11030,용산구
111,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 726-420,도이치모터스(BMW) 매장 앞,용산구청 청소행정과,02-2199-7304,37.541990601386566,127.00325855954037,parcel,서울특별시 용산구 한남동 726-420,OK(parcel 폴백),11030740,한남동,11030,용산구
112,서울특별시,용산구,일반쓰레기,서울특별시 용산구 용산동2가 7-116,녹사평역 1번출구 앞 마을버스정류장(03-524),용산구청 청소행정과,02-2199-7304,37.53642887055183,126.98675833118119,parcel,서울특별시 용산구 용산동2가 7-116,OK(parcel 폴백),11030520,용산2가동,11030,용산구
113,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 657-59,순천향 병원 진출로 옆 인도 연구동쪽,용산구청 청소행정과,02-2199-7304,37.533598323030944,127.00389473323631,parcel,서울특별시 용산구 한남동 657-59,OK(parcel 폴백),11030740,한남동,11030,용산구
114,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 638-2,순천향대병원 앞 택시정류장,용산구청 청소행정과,02-2199-7304,37.53337151546576,127.004676748577,parcel,서울특별시 용산구 한남동 638-2,OK(parcel 폴백),11030740,한남동,11030,용산구
115,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 16-3,성촌공원 포르쉐센터 버스정류장(03-288),용산구청 청소행정과,02-2199-7304,37.524457617596795,126.96006488836468,road,서울특별시 용산구 이촌로29길 16-3 (한강로3가),OK,11030730,한강로동,11030,용산구
116,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이촌동 302-61,이촌1동 충신교회 앞 버스정류장(03-216),용산구청 청소행정과,02-2199-7304,37.52107297784943,126.968410972161,parcel,서울특별시 용산구 이촌동 302-61,OK(parcel 폴백),11030630,이촌1동,11030,용산구
117,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 250-1,콩나물국밥 시루향기 24시 횡단보도 앞,용산구청 청소행정과,02-2199-7304,37.53167365518556,126.96994709091858,parcel,서울특별시 용산구 한강로2가 250-1,OK(parcel 폴백),11030730,한강로동,11030,용산구
118,서울특별시,용산구,일반쓰레기,서울특별시 용산구 청파동3가 12-4,청파로 250(남영역03-230버스정류장옆) 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.5426245851665,126.971040855833,parcel,서울특별시 용산구 청파동3가 12-4,OK(parcel 폴백),11030710,청파동,11030,용산구
119,서울특별시,용산구,일반쓰레기,서울특별시 용산구 후암동 406-97,대한민국고엽제전우회 남쪽 50m,용산구청 청소행정과,02-2199-7304,37.54778459527898,126.98441966264768,parcel,서울특별시 용산구 후암동 406-97,OK(parcel 폴백),11030510,후암동,11030,용산구
120,서울특별시,용산구,일반쓰레기,서울특별시 용산구 용산동4가 1-1,녹사평역 3번 출구 앞(직진2-3미터횡단보도 앞 ),용산구청 청소행정과,02-2199-7304,37.534325324029055,126.98759224352544,parcel,서울특별시 용산구 용산동4가 1-1,OK(parcel 폴백),11030520,용산2가동,11030,용산구
121,서울특별시,용산구,일반쓰레기,서울특별시 용산구 용산동4가 1-1,녹사평역 3번 출구 앞(직진2-3미터횡단보도 앞 ),용산구청 청소행정과,02-2199-7304,37.534325324029055,126.98759224352544,parcel,서울특별시 용산구 용산동4가 1-1,OK(parcel 폴백),11030520,용산2가동,11030,용산구
122,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 34-114,이태원입구 공중화장실 앞,용산구청 청소행정과,02-2199-7304,37.53431034425582,126.988629365071,parcel,서울특별시 용산구 이태원동 34-114,OK(parcel 폴백),11030650,이태원1동,11030,용산구
123,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 34-114,이태원입구 공중화장실 앞,용산구청 청소행정과,02-2199-7304,37.53431034425582,126.988629365071,parcel,서울특별시 용산구 이태원동 34-114,OK(parcel 폴백),11030650,이태원1동,11030,용산구
124,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 57-30,이태원시장 버스정류장(03-189) 맥도날드 앞,용산구청 청소행정과,02-2199-7304,37.53405919381757,126.99000611524158,parcel,서울특별시 용산구 이태원동 57-30,OK(parcel 폴백),11030650,이태원1동,11030,용산구
125,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 57-30,이태원시장 버스정류장(03-189) 맥도날드 앞,용산구청 청소행정과,02-2199-7304,37.53405919381757,126.99000611524158,parcel,서울특별시 용산구 이태원동 57-30,OK(parcel 폴백),11030650,이태원1동,11030,용산구
126,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 176-2,이태원시장 버스정류장(03-188),용산구청 청소행정과,02-2199-7304,37.534493009647136,126.99071760114445,parcel,서울특별시 용산구 이태원동 176-2,OK(parcel 폴백),11030650,이태원1동,11030,용산구
127,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 176-2,이태원시장 버스정류장(03-188),용산구청 청소행정과,02-2199-7304,37.534493009647136,126.99071760114445,parcel,서울특별시 용산구 이태원동 176-2,OK(parcel 폴백),11030650,이태원1동,11030,용산구
128,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 58-8,국제아케이드건물 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.534042133570395,126.99057222883047,parcel,서울특별시 용산구 이태원동 58-8,OK(parcel 폴백),11030650,이태원1동,11030,용산구
129,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 58-8,국제아케이드건물 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.534042133570395,126.99057222883047,parcel,서울특별시 용산구 이태원동 58-8,OK(parcel 폴백),11030650,이태원1동,11030,용산구
130,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 168-17,ABC마트(신발가게) 앞,용산구청 청소행정과,02-2199-7304,37.53452342042175,126.99168450565568,parcel,서울특별시 용산구 이태원동 168-17,OK(parcel 폴백),11030650,이태원1동,11030,용산구
131,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 168-17,ABC마트(신발가게) 앞,용산구청 청소행정과,02-2199-7304,37.53452342042175,126.99168450565568,parcel,서울특별시 용산구 이태원동 168-17,OK(parcel 폴백),11030650,이태원1동,11030,용산구
132,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 72-35,신의주순대 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.53420307021477,126.99209226347577,parcel,서울특별시 용산구 이태원동 72-35,OK(parcel 폴백),11030650,이태원1동,11030,용산구
133,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 72-35,신의주순대 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.53420307021477,126.99209226347577,parcel,서울특별시 용산구 이태원동 72-35,OK(parcel 폴백),11030650,이태원1동,11030,용산구
134,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 119-11,해밀턴호텔 버스정류장(03-190),용산구청 청소행정과,02-2199-7304,37.53470098245229,126.99305254365909,parcel,서울특별시 용산구 이태원동 119-11,OK(parcel 폴백),11030650,이태원1동,11030,용산구
135,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 119-11,해밀턴호텔 버스정류장(03-190),용산구청 청소행정과,02-2199-7304,37.53470098245229,126.99305254365909,parcel,서울특별시 용산구 이태원동 119-11,OK(parcel 폴백),11030650,이태원1동,11030,용산구
136,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 108-9,이태원역 2번 출구 (해밀턴호텔정문 앞 횡단보도),용산구청 청소행정과,02-2199-7304,37.534758038009926,126.99386265414365,parcel,서울특별시 용산구 이태원동 108-9,OK(parcel 폴백),11030650,이태원1동,11030,용산구
137,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 108-9,이태원역 2번 출구 (해밀턴호텔정문 앞 횡단보도),용산구청 청소행정과,02-2199-7304,37.534758038009926,126.99386265414365,parcel,서울특별시 용산구 이태원동 108-9,OK(parcel 폴백),11030650,이태원1동,11030,용산구
138,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 127-12,이태원역 3번 출구 (올리브영 횡단보도 앞),용산구청 청소행정과,02-2199-7304,37.534268216008,126.99420943933362,parcel,서울특별시 용산구 이태원동 127-12,OK(parcel 폴백),11030650,이태원1동,11030,용산구
139,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 127-12,이태원역 3번 출구 (올리브영 횡단보도 앞),용산구청 청소행정과,02-2199-7304,37.534268216008,126.99420943933362,parcel,서울특별시 용산구 이태원동 127-12,OK(parcel 폴백),11030650,이태원1동,11030,용산구
140,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 123-26,무신사 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.53481697980352,126.99527794152434,parcel,서울특별시 용산구 이태원동 123-26,OK(parcel 폴백),11030650,이태원1동,11030,용산구
141,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 123-26,무신사 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.53481697980352,126.99527794152434,parcel,서울특별시 용산구 이태원동 123-26,OK(parcel 폴백),11030650,이태원1동,11030,용산구
142,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 124-9,이태원 119 안전센터 버스정류장(03-192),용산구청 청소행정과,02-2199-7304,37.53481917627846,126.99659251203839,parcel,서울특별시 용산구 이태원동 124-9,OK(parcel 폴백),11030650,이태원1동,11030,용산구
143,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 124-9,이태원 119 안전센터 버스정류장(03-192),용산구청 청소행정과,02-2199-7304,37.53481917627846,126.99659251203839,parcel,서울특별시 용산구 이태원동 124-9,OK(parcel 폴백),11030650,이태원1동,11030,용산구
144,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 736-1,제일기획 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.5349370096223,126.99884175157467,parcel,서울특별시 용산구 한남동 736-1,OK(parcel 폴백),11030740,한남동,11030,용산구
145,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 736-1,제일기획 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.5349370096223,126.99884175157467,parcel,서울특별시 용산구 한남동 736-1,OK(parcel 폴백),11030740,한남동,11030,용산구
146,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 683-130,스타벅스 리저브 앞,용산구청 청소행정과,02-2199-7304,37.537241427321774,127.00117318995929,parcel,서울특별시 용산구 한남동 683-130,OK(parcel 폴백),11030740,한남동,11030,용산구
147,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 683-130,스타벅스 리저브 앞,용산구청 청소행정과,02-2199-7304,37.537241427321774,127.00117318995929,parcel,서울특별시 용산구 한남동 683-130,OK(parcel 폴백),11030740,한남동,11030,용산구
148,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 739-1,삼성미술관 리움 택시정류장(폭스바겐건너편),용산구청 청소행정과,02-2199-7304,37.53823967365003,127.00128509201745,parcel,서울특별시 용산구 한남동 739-1,OK(parcel 폴백),11030740,한남동,11030,용산구
149,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 739-16,한남동주민센터 버스정류장(03-194),용산구청 청소행정과,02-2199-7304,37.5371222520414,127.0003390651045,parcel,서울특별시 용산구 한남동 739-16,OK(parcel 폴백),11030740,한남동,11030,용산구
150,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 34-16,이태원광장 녹사평역방향 횡단보도(좌측),용산구청 청소행정과,02-2199-7304,37.53728323263287,126.9890404786583,road,서울특별시 용산구 녹사평대로46길 34-16 (이태원동),OK,11030660,이태원2동,11030,용산구
151,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 34-16,이태원광장 녹사평역방향 횡단보도(좌측),용산구청 청소행정과,02-2199-7304,37.53728323263287,126.9890404786583,road,서울특별시 용산구 녹사평대로46길 34-16 (이태원동),OK,11030660,이태원2동,11030,용산구
152,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 34-87,용산구청 셔틀버스 정류장 아트홀 입구,용산구청 청소행정과,02-2199-7304,37.53254283261316,126.99019358282112,parcel,서울특별시 용산구 이태원동 34-87,OK(parcel 폴백),11030650,이태원1동,11030,용산구
153,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 34-87,용산구청 셔틀버스 정류장 아트홀 입구,용산구청 청소행정과,02-2199-7304,37.53254283261316,126.99019358282112,parcel,서울특별시 용산구 이태원동 34-87,OK(parcel 폴백),11030650,이태원1동,11030,용산구
154,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 130-50,보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),용산구청 청소행정과,02-2199-7304,37.533501879456274,126.99409982082314,parcel,서울특별시 용산구 이태원동 130-50,OK(parcel 폴백),11030650,이태원1동,11030,용산구
155,서울특별시,용산구,일반쓰레기,서울특별시 용산구 이태원동 130-50,보광동입구(한국폴리텍1대학방면) 버스정류장(03-283),용산구청 청소행정과,02-2199-7304,37.533501879456274,126.99409982082314,parcel,서울특별시 용산구 이태원동 130-50,OK(parcel 폴백),11030650,이태원1동,11030,용산구
156,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 727-56,한강진역 블루스퀘어 버스정류장(03-197),용산구청 청소행정과,02-2199-7304,37.54080635894518,127.00269268826906,parcel,서울특별시 용산구 한남동 727-56,OK(parcel 폴백),11030740,한남동,11030,용산구
157,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 727-56,한강진역 블루스퀘어 버스정류장(03-197),용산구청 청소행정과,02-2199-7304,37.54080635894518,127.00269268826906,parcel,서울특별시 용산구 한남동 727-56,OK(parcel 폴백),11030740,한남동,11030,용산구
158,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 707-10,순천향대학병원(블루스퀘어방면) 버스정류장(03-162),용산구청 청소행정과,02-2199-7304,37.53644918721636,127.00612359898736,parcel,서울특별시 용산구 한남동 707-10,OK(parcel 폴백),11030740,한남동,11030,용산구
159,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 707-10,순천향대학병원(블루스퀘어방면) 버스정류장(03-162),용산구청 청소행정과,02-2199-7304,37.53644918721636,127.00612359898736,parcel,서울특별시 용산구 한남동 707-10,OK(parcel 폴백),11030740,한남동,11030,용산구
160,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 705-10,순천향대학병원(서초IC방면) 버스정류장(03-164),용산구청 청소행정과,02-2199-7304,37.53568655014287,127.00557251392917,parcel,서울특별시 용산구 한남동 705-10,OK(parcel 폴백),11030740,한남동,11030,용산구
161,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 705-10,순천향대학병원(서초IC방면) 버스정류장(03-164),용산구청 청소행정과,02-2199-7304,37.53568655014287,127.00557251392917,parcel,서울특별시 용산구 한남동 705-10,OK(parcel 폴백),11030740,한남동,11030,용산구
162,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 705-10,순천향대학병원(서초IC방면) 버스정류장(03-164),용산구청 청소행정과,02-2199-7304,37.53568655014287,127.00557251392917,parcel,서울특별시 용산구 한남동 705-10,OK(parcel 폴백),11030740,한남동,11030,용산구
163,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 705-10,순천향대학병원(서초IC방면) 버스정류장(03-164),용산구청 청소행정과,02-2199-7304,37.53568655014287,127.00557251392917,parcel,서울특별시 용산구 한남동 705-10,OK(parcel 폴백),11030740,한남동,11030,용산구
164,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 705-9,순천향대학병원 한남오거리(신사역방면) 버스정류장(03-165),용산구청 청소행정과,02-2199-7304,37.53550103968507,127.00542780927671,parcel,서울특별시 용산구 한남동 705-9,OK(parcel 폴백),11030740,한남동,11030,용산구
165,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 705-9,순천향대학병원 한남오거리(신사역방면) 버스정류장(03-165),용산구청 청소행정과,02-2199-7304,37.53550103968507,127.00542780927671,parcel,서울특별시 용산구 한남동 705-9,OK(parcel 폴백),11030740,한남동,11030,용산구
166,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 76-16,한남오거리 하나은행 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.533433227325496,127.00685817436946,parcel,서울특별시 용산구 한남동 76-16,OK(parcel 폴백),11030740,한남동,11030,용산구
167,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한남동 76-16,한남오거리 하나은행 앞 횡단보도,용산구청 청소행정과,02-2199-7304,37.533433227325496,127.00685817436946,parcel,서울특별시 용산구 한남동 76-16,OK(parcel 폴백),11030740,한남동,11030,용산구
168,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 65-523,한강대교북단(신용산방면) 중앙버스정류장(도심 03-001),용산구청 청소행정과,02-2199-7304,37.523720270949525,126.96277514958567,parcel,서울특별시 용산구 한강로3가 65-523,OK(parcel 폴백),11030730,한강로동,11030,용산구
169,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로3가 65-522,한강대교북단(노들섬방면) 중앙버스정류장(외곽 03-002),용산구청 청소행정과,02-2199-7304,37.52430729871348,126.96333632450987,parcel,서울특별시 용산구 한강로3가 65-522,OK(parcel 폴백),11030730,한강로동,11030,용산구
170,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 357-3,신용산역(KT용산지사방면) 중앙버스정류장(도심 03-003),용산구청 청소행정과,02-2199-7304,37.52732050878721,126.96620233987895,parcel,서울특별시 용산구 한강로2가 357-3,OK(parcel 폴백),11030730,한강로동,11030,용산구
171,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 352-4,신용산역(한강대교북단방면) 중앙버스정류장(외곽 03-004),용산구청 청소행정과,02-2199-7304,37.52783519084661,126.96667387081803,parcel,서울특별시 용산구 한강로2가 352-4,OK(parcel 폴백),11030730,한강로동,11030,용산구
172,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로2가 352-4,신용산역(한강대교북단방면) 중앙버스정류장(외곽 03-004),용산구청 청소행정과,02-2199-7304,37.52783519084661,126.96667387081803,parcel,서울특별시 용산구 한강로2가 352-4,OK(parcel 폴백),11030730,한강로동,11030,용산구
173,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로1가 268-2,삼각지(숙대입구방면) 중앙버스정류장(도심 03-007),용산구청 청소행정과,02-2199-7304,37.5351602027367,126.97342498019898,parcel,서울특별시 용산구 한강로1가 268-2,OK(parcel 폴백),11030730,한강로동,11030,용산구
174,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로1가 42,삼각지(KT용산지사방면) 중앙버스정류장(외곽 03-008),용산구청 청소행정과,02-2199-7304,37.533039256728244,126.97341850491762,road,서울특별시 용산구 한강대로62길 42 (한강로1가),OK,11030730,한강로동,11030,용산구
175,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로1가 42,삼각지(KT용산지사방면) 중앙버스정류장(외곽 03-008),용산구청 청소행정과,02-2199-7304,37.533039256728244,126.97341850491762,road,서울특별시 용산구 한강대로62길 42 (한강로1가),OK,11030730,한강로동,11030,용산구
176,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로1가 42,삼각지(KT용산지사방면) 중앙버스정류장(외곽 03-008),용산구청 청소행정과,02-2199-7304,37.533039256728244,126.97341850491762,road,서울특별시 용산구 한강대로62길 42 (한강로1가),OK,11030730,한강로동,11030,용산구
177,서울특별시,용산구,일반쓰레기,서울특별시 용산구 갈월동 97-1,숙명여대(갈월동방면) 중앙버스정류장(도심 03-009),용산구청 청소행정과,02-2199-7304,37.54234700339479,126.9727030895709,parcel,서울특별시 용산구 갈월동 97-1,OK(parcel 폴백),11030530,남영동,11030,용산구
178,서울특별시,용산구,일반쓰레기,서울특별시 용산구 갈월동 87-25,숙명여대(삼각지역방면) 중앙버스정류장(외곽 03-010),용산구청 청소행정과,02-2199-7304,37.54378844308866,126.97233377228687,parcel,서울특별시 용산구 갈월동 87-25,OK(parcel 폴백),11030530,남영동,11030,용산구
179,서울특별시,용산구,일반쓰레기,서울특별시 용산구 동자동 14-3,갈월동(서울역버스환승센터방면) 중앙버스정류장 (도심 03-011),용산구청 청소행정과,02-2199-7304,37.55088771023235,126.97216886163282,parcel,서울특별시 용산구 동자동 14-3,OK(parcel 폴백),11030530,남영동,11030,용산구
180,서울특별시,용산구,일반쓰레기,서울특별시 용산구 동자동 43-212,갈월동(숙대입구방면) 중앙버스정류장 (외곽 03-012),용산구청 청소행정과,02-2199-7304,37.549555366357616,126.97177940952201,parcel,서울특별시 용산구 동자동 43-212,OK(parcel 폴백),11030530,남영동,11030,용산구
181,서울특별시,용산구,일반쓰레기,서울특별시 용산구 용산동2가 48-1,이태원2동 용산한신아파트 앞(해방촌방면) 버스정류장(03-150),용산구청 청소행정과,02-2199-7304,37.5410097800154,126.9875944216822,parcel,서울특별시 용산구 용산동2가 48-1,OK(parcel 폴백),11030520,용산2가동,11030,용산구
182,서울특별시,용산구,일반쓰레기,서울특별시 용산구 용산동2가 48-1,이태원2동 용산한신아파트 앞(해방촌방면) 버스정류장(03-150),용산구청 청소행정과,02-2199-7304,37.5410097800154,126.9875944216822,parcel,서울특별시 용산구 용산동2가 48-1,OK(parcel 폴백),11030520,용산2가동,11030,용산구
183,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로1가 120-2,삼각지(보훈청방향)평양집 앞 공원쉼터,용산구청 청소행정과,02-2199-7304,37.535021826353514,126.9742505077881,parcel,서울특별시 용산구 한강로1가 120-2,OK(parcel 폴백),11030730,한강로동,11030,용산구
184,서울특별시,용산구,일반쓰레기,서울특별시 용산구 한강로1가 120-2,삼각지(보훈청방향)평양집 앞 공원쉼터,용산구청 청소행정과,02-2199-7304,37.535021826353514,126.9742505077881,parcel,서울특별시 용산구 한강로1가 120-2,OK(parcel 폴백),11030730,한강로동,11030,용산구
185,서울특별시,용산구,일반쓰레기,서울특별시 용산구 용산동3가 1-96,국방부 앞 버스정류장(삼각지어린이공원)(03-185),용산구청 청소행정과,02-2199-7304,37.534408417602236,126.97545509396517,parcel,서울특별시 용산구 용산동3가 1-96,OK(parcel 폴백),11030730,한강로동,11030,용산구
186,서울특별시,용산구,재활용쓰레기,서울특별시 용산구 용산동3가 1-96,국방부 앞 버스정류장(삼각지어린이공원)(03-185),용산구청 청소행정과,02-2199-7304,37.534408417602236,126.97545509396517,parcel,서울특별시 용산구 용산동3가 1-96,OK(parcel 폴백),11030730,한강로동,11030,용산구
