"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"청화어린이집","시설전체","서울특별시","강북구","어린이집                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 148-7","서울특별시 강북구청","37.62817016","127.037777","2026-02-10","","2026-06-07 10:57:02.0"
"번동 평화교회","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 155-4","서울특별시 강북구청","37.62813627","127.0391482","2026-02-10","","2026-06-07 10:57:02.0"
"박소정음악학원","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 156-4","서울특별시 강북구청","37.62723083","127.039715","2026-02-10","","2026-06-07 10:57:02.0"
"고메즈","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 159-7","서울특별시 강북구청","37.62763166","127.0402536","2026-02-10","","2026-06-07 10:57:02.0"
"또또닭강정(번동점)","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 161-1","서울특별시 강북구청","37.62813582","127.0402018","2026-02-10","","2026-06-07 10:57:02.0"
"번동떡볶이","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 161-2","서울특별시 강북구청","37.62788494","127.040375","2026-02-10","","2026-06-07 10:57:02.0"
"김희영의 영등포우동(번동점)","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 162","서울특별시 강북구청","37.62789753","127.0408167","2026-02-10","","2026-06-07 10:57:02.0"
"연세음악학원","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 162","서울특별시 강북구청","37.62789753","127.0408167","2026-02-10","","2026-06-07 10:57:02.0"
"선화음악학원","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-1","서울특별시 강북구청","37.62758064","127.0417384","2026-02-10","","2026-06-07 10:57:02.0"
"세븐일레븐(번동3호점)","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-1","서울특별시 강북구청","37.62758064","127.0417384","2026-02-10","","2026-06-07 10:57:02.0"
"소머리국밥","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-1","서울특별시 강북구청","37.62758064","127.0417384","2026-02-10","","2026-06-07 10:57:02.0"
"최강반점","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-1","서울특별시 강북구청","37.62758064","127.0417384","2026-02-10","","2026-06-07 10:57:02.0"
"팔팔육","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-1","서울특별시 강북구청","37.62758064","127.0417384","2026-02-10","","2026-06-07 10:57:02.0"
"피자스쿨 번동점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-1","서울특별시 강북구청","37.62758064","127.0417384","2026-02-10","","2026-06-07 10:57:02.0"
"깡통숯불갈비","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 165-4","서울특별시 강북구청","37.62746085","127.0414114","2026-02-10","","2026-06-07 10:57:02.0"
"북(BOOK)서울독서실","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 110","서울특별시 강북구청","37.62207347","127.0459664","2026-02-10","","2026-06-07 10:57:02.0"
"에덴골프","시설전체","서울특별시","강북구","골프연습장업                                                                                              ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 112-1","서울특별시 강북구청","37.62145589","127.0453625","2026-02-10","","2026-06-07 10:57:02.0"
"에덴빌딩","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 112-1","서울특별시 강북구청","37.62145589","127.0453625","2026-02-10","","2026-06-07 10:57:02.0"
"오동근린공원테니스장","시설전체","서울특별시","강북구","공공체육시설                                                                                              ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 115-10","서울특별시 강북구청","37.62267498","127.0434665","2026-02-10","","2026-06-07 10:57:02.0"
"아이스3호","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 121","서울특별시 강북구청","37.62025812","127.0443243","2026-02-10","","2026-06-07 10:57:02.0"
"오동골프클럽","시설전체","서울특별시","강북구","공공체육시설                                                                                              ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 122-10","서울특별시 강북구청","37.62263511","127.0363416","2026-02-10","","2026-06-07 10:57:02.0"
"카페 오동","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 122-10","서울특별시 강북구청","37.62263511","127.0363416","2026-02-10","","2026-06-07 10:57:02.0"
"한국경제신문사(02108)","버스정류소 승차대로부터 10m이내","서울특별시","중구","가로변버스정류소                                                                                            ","국민건강증진법제9조제7항, 서울특별시 중구 금연환경 조성 및 간접흡연 피해방지 조례","","100000","02-3396-5673","서울특별시 중구 청파로 461","","서울특별시 중구청","37.5604945","126.9677198","2026-04-15","","2026-06-07 10:57:02.0"
"번동주공아파트3단지-2놀이터(307동옆)","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 237","서울특별시 강북구청","37.62854666","127.0432021","2026-02-10","","2026-06-07 10:57:02.0"
"영구임대주택지구내","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 239","서울특별시 강북구청","37.62880976","127.0433087","2026-02-10","","2026-06-07 10:57:02.0"
"관리소동(관리소및경로당)","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.6276055","127.0448082","2026-02-10","","2026-06-07 10:57:02.0"
"국수나라","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.62760841","127.0448051","2026-02-10","","2026-06-07 10:57:02.0"
"번동주공아파트2단지-2놀이터(208동 앞)","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.6276055","127.0448082","2026-02-10","","2026-06-07 10:57:02.0"
"번동주공아파트2단지-4놀이터(203동 옆)","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.6276055","127.0448082","2026-02-10","","2026-06-07 10:57:02.0"
"빵굽는 재석이네","시설전체","서울특별시","강북구","제과점영업                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.6276055","127.0448082","2026-02-10","","2026-06-07 10:57:02.0"
"삼동어린이집","시설전체","서울특별시","강북구","어린이집                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.62760841","127.0448051","2026-02-10","","2026-06-07 10:57:02.0"
"도경족발","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 191","서울특별시 강북구청","37.62770179","127.0439903","2026-02-10","","2026-06-07 10:57:02.0"
"라임PC&amp;CAFE 번동점","시설전체","서울특별시","강북구","인터넷컴퓨터게임제공업                                                                                         ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 191","서울특별시 강북구청","37.62770179","127.0439903","2026-02-10","","2026-06-07 10:57:02.0"
"라임PC방","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 191","서울특별시 강북구청","37.62770179","127.0439903","2026-02-10","","2026-06-07 10:57:02.0"
"멘토수학영어학원","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 191","서울특별시 강북구청","37.62770179","127.0439913","2026-02-10","","2026-06-07 10:57:02.0"
"번 휘트니스","시설전체","서울특별시","강북구","체력단련장업                                                                                              ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 191","서울특별시 강북구청","37.62770179","127.0439913","2026-02-10","","2026-06-07 10:57:02.0"
"번동기산그린아파트 어린이놀이터","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 191","서울특별시 강북구청","37.62770179","127.0439903","2026-02-10","","2026-06-07 10:57:02.0"
"인디고PC방","시설전체","서울특별시","강북구","인터넷컴퓨터게임제공업                                                                                         ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 192","서울특별시 강북구청","37.62684165","127.0439456","2026-02-10","","2026-06-07 10:57:02.0"
"대장금 손칼국수 번동점","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 202-1","서울특별시 강북구청","37.62630035","127.0438619","2026-02-10","","2026-06-07 10:57:02.0"
"또래오래(번동점)","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 202-1","서울특별시 강북구청","37.62630035","127.0438619","2026-02-10","","2026-06-07 10:57:02.0"
"번동신원아파트","복도,계단,엘리베이터,지하주차장","서울특별시","강북구","공동주택 금연구역                                                                                           ","국민건강증진법","1","50000","02-901-7682","","서울특별시 강북구 번동 204","서울특별시 강북구청","37.62575563","127.0438189","2026-02-10","","2026-06-07 10:57:02.0"
"신원아파트 놀이터","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 204","서울특별시 강북구청","37.62575563","127.0438189","2026-02-10","","2026-06-07 10:57:02.0"
"지에스(GS)25 번동 2단지점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 222","서울특별시 강북구청","37.62610352","127.0440344","2026-02-10","","2026-06-07 10:57:02.0"
"강북전자공단","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-10","서울특별시 강북구청","37.63416455","127.0336664","2026-02-10","","2026-06-07 10:57:02.0"
"윤한랑 사랑이네","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-11","서울특별시 강북구청","37.63367153","127.0339786","2026-02-10","","2026-06-07 10:57:02.0"
"진이네 정육식당","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-5","서울특별시 강북구청","37.63413279","127.0330889","2026-02-10","","2026-06-07 10:57:02.0"
"게임팩토리","시설전체","서울특별시","강북구","인터넷컴퓨터게임제공업                                                                                         ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-8","서울특별시 강북구청","37.63438886","127.0335502","2026-02-10","","2026-06-07 10:57:02.0"
"고메당","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-8","서울특별시 강북구청","37.63438886","127.0335502","2026-02-10","","2026-06-07 10:57:02.0"
"더나인PC방","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-8","서울특별시 강북구청","37.63438886","127.0335502","2026-02-10","","2026-06-07 10:57:02.0"
"사람곡간","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-8","서울특별시 강북구청","37.63438886","127.0335502","2026-02-10","","2026-06-07 10:57:02.0"
"한올독서실","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-8","서울특별시 강북구청","37.63438886","127.0335502","2026-02-10","","2026-06-07 10:57:02.0"
"게임팩토리 PC","시설전체","서울특별시","강북구","인터넷컴퓨터게임제공업                                                                                         ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-9","서울특별시 강북구청","37.63373592","127.0330374","2026-02-10","","2026-06-07 10:57:02.0"
"마스터 당구장","시설전체","서울특별시","강북구","당구장업                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 229-9","서울특별시 강북구청","37.63373592","127.0330374","2026-02-10","","2026-06-07 10:57:02.0"
"번동주공아파트5단지-1놀이터(502동 옆)","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 229","서울특별시 강북구청","37.63314995","127.0339148","2026-02-10","","2026-06-07 10:57:02.0"
"번동주공아파트5단지-2놀이터(504동 옆)","시설전체","서울특별시","강북구","어린이놀이시설                                                                                             ","강북구간접흡연피해방지조례","1","100000","02-901-7682","","서울특별시 강북구 번동 229","서울특별시 강북구청","37.63314995","127.0339148","2026-02-10","","2026-06-07 10:57:02.0"
"대경생활과학고등학교","학교 출입문으로부터 50m 이내","서울특별시","중구","학교 절대보호구역                                                                                           ","국민건강증진법제9조제7항, 서울특별시 중구 금연환경 조성 및 간접흡연 피해방지 조례","","100000","02-3396-5673","서울특별시 중구 매봉18길 111","","서울특별시 중구청","37.55637326","127.0169792","2026-04-15","","2026-06-07 10:57:02.0"
"영수최강예일학원","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 300","서울특별시 강북구청","37.62801346","127.0406679","2026-02-10","","2026-06-07 10:57:02.0"
"현대하니타운","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 305-6","서울특별시 강북구청","37.6279355","127.0399438","2026-02-10","","2026-06-07 10:57:02.0"
"경희수한의원","시설전체","서울특별시","강북구","한의원                                                                                                 ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-11","서울특별시 강북구청","37.62847183","127.0394158","2026-02-10","","2026-06-07 10:57:02.0"
"미소야","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-11","서울특별시 강북구청","37.62847183","127.0394158","2026-02-10","","2026-06-07 10:57:02.0"
"우리들성심치과의원","시설전체","서울특별시","강북구","치과의원                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-11","서울특별시 강북구청","37.62847183","127.0394158","2026-02-10","","2026-06-07 10:57:02.0"
"해맑은의원","시설전체","서울특별시","강북구","의원                                                                                                  ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-11","서울특별시 강북구청","37.62847183","127.0394158","2026-02-10","","2026-06-07 10:57:02.0"
"효성마취통증의학과의원","시설전체","서울특별시","강북구","의원                                                                                                  ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-11","서울특별시 강북구청","37.62847183","127.0394158","2026-02-10","","2026-06-07 10:57:02.0"
"번동성결교회","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-13","서울특별시 강북구청","37.62789569","127.0394799","2026-02-10","","2026-06-07 10:57:02.0"
"진리국밥 번동점","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-15","서울특별시 강북구청","37.62756188","127.0394275","2026-02-10","","2026-06-07 10:57:02.0"
"분나 마프라트","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-23","서울특별시 강북구청","37.62746296","127.0394514","2026-02-10","","2026-06-07 10:57:02.0"
"뜨라네제과","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-2","서울특별시 강북구청","37.62908143","127.0390341","2026-02-10","","2026-06-07 10:57:02.0"
"번동옛날치킨","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-2","서울특별시 강북구청","37.62908143","127.0390341","2026-02-10","","2026-06-07 10:57:02.0"
"강남의원","시설전체","서울특별시","강북구","의원                                                                                                  ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-38","서울특별시 강북구청","37.62824761","127.0395433","2026-02-10","","2026-06-07 10:57:02.0"
"라온김밥","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-38","서울특별시 강북구청","37.62824761","127.0395433","2026-02-10","","2026-06-07 10:57:02.0"
"라인짐2호점","시설전체","서울특별시","강북구","체력단련장업                                                                                              ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-38","서울특별시 강북구청","37.62824761","127.0395433","2026-02-10","","2026-06-07 10:57:02.0"
"번동숯불갈비","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-38","서울특별시 강북구청","37.62824761","127.0395433","2026-02-10","","2026-06-07 10:57:02.0"
"병천순대국","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-38","서울특별시 강북구청","37.62824761","127.0395433","2026-02-10","","2026-06-07 10:57:02.0"
"한일사우나","시설전체","서울특별시","강북구","목욕장업                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-38","서울특별시 강북구청","37.62824761","127.0395433","2026-02-10","","2026-06-07 10:57:02.0"
"한마음의원","시설전체","서울특별시","강북구","의원                                                                                                  ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 306-3","서울특별시 강북구청","37.62882145","127.0391961","2026-02-10","","2026-06-07 10:57:02.0"
"소담집","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 241","서울특별시 강북구청","37.6276055","127.0448082","2026-02-10","","2026-06-07 10:57:02.0"
"드림잉트리","시설전체","서울특별시","강북구","체육교습업                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-1","서울특별시 강북구청","37.62552354","127.0458544","2026-02-10","","2026-06-07 10:57:02.0"
"열린학원","시설전체","서울특별시","강북구","학교교과교습학원                                                                                            ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-1","서울특별시 강북구청","37.62552354","127.0458544","2026-02-10","","2026-06-07 10:57:02.0"
"지에스25번동1단지점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-1","서울특별시 강북구청","37.62552354","127.0458544","2026-02-10","","2026-06-07 10:57:02.0"
"굿모닝내과의원","시설전체","서울특별시","강북구","의원                                                                                                  ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-4","서울특별시 강북구청","37.62617372","127.0471489","2026-02-10","","2026-06-07 10:57:02.0"
"뺀질이 떡볶이","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-4","서울특별시 강북구청","37.62617372","127.0471489","2026-02-10","","2026-06-07 10:57:02.0"
"아트카페미야","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-4","서울특별시 강북구청","37.62617372","127.0471489","2026-02-10","","2026-06-07 10:57:02.0"
"엉클스 파스타","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-4","서울특별시 강북구청","37.62617372","127.0471489","2026-02-10","","2026-06-07 10:57:02.0"
"카페에스파시오","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-4","서울특별시 강북구청","37.62617372","127.0471489","2026-02-10","","2026-06-07 10:57:02.0"
"미니스톱 서울오현초교점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242-5","서울특별시 강북구청","37.62347691","127.0479309","2026-02-10","","2026-06-07 10:57:02.0"
"구립해솔어린이집","시설전체","서울특별시","강북구","어린이집                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242","서울특별시 강북구청","37.62453228","127.0465984","2026-02-10","","2026-06-07 10:57:02.0"
"마미스 치킨","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242","서울특별시 강북구청","37.62452943","127.0465984","2026-02-10","","2026-06-07 10:57:02.0"
"백두산 K타이거즈 태권도","시설전체","서울특별시","강북구","체육도장업                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242","서울특별시 강북구청","37.62452943","127.0465984","2026-02-10","","2026-06-07 10:57:02.0"
"우리식당","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 242","서울특별시 강북구청","37.62452943","127.0465984","2026-02-10","","2026-06-07 10:57:02.0"
"강북경찰서","시설전체","서울특별시","강북구","연면적1000㎡ 복합건축물                                                                                      ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-15","서울특별시 강북구청","37.63717372","127.0270445","2026-02-10","","2026-06-07 10:57:02.0"
"당구충전소","시설전체","서울특별시","강북구","당구장업                                                                                                ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-19","서울특별시 강북구청","37.63665771","127.0278444","2026-02-10","","2026-06-07 10:57:02.0"
"델디아","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-19","서울특별시 강북구청","37.63665771","127.0278444","2026-02-10","","2026-06-07 10:57:02.0"
"두가지 딜리버리 수유지점","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-19","서울특별시 강북구청","37.63665771","127.0278444","2026-02-10","","2026-06-07 10:57:02.0"
"딜리버리 밤","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-19","서울특별시 강북구청","37.63665771","127.0278444","2026-02-10","","2026-06-07 10:57:02.0"
"지에스(GS)25번동 교보점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-1","서울특별시 강북구청","37.6379293","127.0268874","2026-02-10","","2026-06-07 10:57:02.0"
"배떡 수유점","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-21","서울특별시 강북구청","37.63655006","127.0279024","2026-02-10","","2026-06-07 10:57:02.0"
"좋은세상","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-21","서울특별시 강북구청","37.63655006","127.0279024","2026-02-10","","2026-06-07 10:57:02.0"
"스시훈","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-36","서울특별시 강북구청","37.63686203","127.0274905","2026-02-10","","2026-06-07 10:57:02.0"
"업텐브로피자 49호점","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-38","서울특별시 강북구청","37.63678179","127.0275935","2026-02-10","","2026-06-07 10:57:02.0"
"영광식당","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-38","서울특별시 강북구청","37.63678179","127.0275935","2026-02-10","","2026-06-07 10:57:02.0"
"이태형 F&amp;B","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-3","서울특별시 강북구청","37.63782963","127.0268207","2026-02-10","","2026-06-07 10:57:02.0"
"숫총각버섯집","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-4","서울특별시 강북구청","37.63775709","127.026765","2026-02-10","","2026-06-07 10:57:02.0"
"돼지세끼","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-67","서울특별시 강북구청","37.63648783","127.0280052","2026-02-10","","2026-06-07 10:57:02.0"
"GS번동북부점","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-79","서울특별시 강북구청","37.63632743","127.0282225","2026-02-10","","2026-06-07 10:57:02.0"
"매운19떡볶이","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-79","서울특별시 강북구청","37.63632743","127.0282225","2026-02-10","","2026-06-07 10:57:02.0"
"한밝한의원","시설전체","서울특별시","강북구","한의원                                                                                                 ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-79","서울특별시 강북구청","37.63632743","127.0282225","2026-02-10","","2026-06-07 10:57:02.0"
"산천 순대국","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-7","서울특별시 강북구청","37.6374764","127.0265987","2026-02-10","","2026-06-07 10:57:02.0"
"신 매콤터 분식","시설전체","서울특별시","강북구","휴게음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 415-7","서울특별시 강북구청","37.6374764","127.0265987","2026-02-10","","2026-06-07 10:57:02.0"
"에이셉피자","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 416-108","서울특별시 강북구청","37.63715493","127.0291409","2026-02-10","","2026-06-07 10:57:02.0"
"수유꽃삼겹","시설전체","서울특별시","강북구","일반음식점                                                                                               ","국민건강증진법","1","100000","02-901-7682","","서울특별시 강북구 번동 416-120","서울특별시 강북구청","37.63834727","127.0273125","2026-02-10","","2026-06-07 10:57:02.0"
